dialect	standard
모시베허고	모시베하고
모시베하고	모시베하고
고고하능거를 오늘 여쭤보아씀니더	그거 하는 것을 오늘 여쭤 보았습니다
오느른 요정도하고 내이른 또 다릉거로가꼬 함번 고맙씁니다	오늘은 요 정도하고 내일은 또 다른 거로 가지고 한 번 고맙습니다
예예 땅걸 가 허제	예 예다른 걸 가지고 하지
할머이 저 이버네는녜 으으 사니나 드레서 나는 나무를 우째 뜨더가지고 우째 나물로 핸는지 고곧쫌 여쭈보걷슴니대이	할머니 저 이번에는요산이나 들에서 나는 나물을 어떻게 뜯어 가지고 어떻게 나물로 했는지 그것 좀 여쭤 보겠습니다이
여 먼저 우리 요 펭사리 이 지역 사네서는 사네 주로 어떤 나물드리 남니까사네서 나는 나물 마림니다	여기 먼저 우리 요기 평사리 이 지역 산에서는 산에 주  로 어떤 나물들이 납니까 산에서 나는 나물 말입니다
치나물도 뜨더오고 기새라고 또 기새가 익꺼등 기새너물	취나물도 뜯어 오고기새라고 또 기새가 있거든 기새나물
기새너무른 그건 때다가 그거는 요리요리 때 나무에서언잗 잔잔허이 요리 올라오모	기새나물은 그건 떼어다가 그것은 요리 요리 떼 나무에서 인제 잔잔하게 요렇게 올라오면
사네 가머	산에 가면
기새도 나는디가 익꺼등뇨	기새도 나는 데가 있거든요
지자리 나는디갇 군데군데 이서가꼬 그기 앵기머 이리저릳 사네 댕기다가	제 자리나는 데가 군데 군데 있어 가지고 그게 안기면 이리저리 산에 다니다가
언자 보이모인잗 기새 그걷똗 쭉쭉 빼가꼬 와서 짝	인제 보이면 인제 기새 그것도 쭉쭉 빼어 가지고 와서 좍
쌀마 무치무운 노랑내가 나더마 맏또 엄떠마는	삶아 무쳐 먹으니까 노린내가 나더군 맛도 없더마는
그 기새도 빼고	그 기새도 빼고
그런데 기새는언자 제가 하문도 정 몯드러본 이르미거든	그런데 기새는 제가 한 번도 전에 못 들어본 이름이거든
기샏	아 기새
고거 쪼끔 설명을 해 주이소	고것 조금 설명을 해주이소
궁게 고마 나 저우고 머이곧 뿌리이가 이서가꼬 사네 가모 하기내마다 그기언자 나능기라요	그러니까 그냥 나 저기 뭐니 뿌리가 있어 가지고 산에 가면 해마다그게 인제 나는 거예요
그게 나뭄니까 푸림니까	그게 나뭅니까 풀입니까
풀매이로 보들보들허이 너물 너물종자 하아 기새라고	풀처럼 보들보들하게 나물 나물 종자 아무렴 기새라고
기새너물도 뜩꼬 언작 먹 저네 사네 댕길쩌게느 곤달비라고 또	기새나물도 뜯고인제 뭐 전에 산에 다닐 적에는 곤달비라고 또
치너물매이로 막 보들보들허이 막 빤짝빤짝허이 막 그럭커등 곤달비라고	취나물처럼 막 보들보들하게 막 반짝반짝하게 막 그렇거든 곤달비라고
그런 너물도 똗 비기믄 뜩꼬 맏	그런 나물도 또 보이면 뜯고 마
치너물도 언젇 치너물만 뜯짜네언작 치너물 뜨드러 가모언자 곤달비도 익꼬귿	취나물도 인제 취나물만 뜯지 않아 인제 취나물 뜯으러 가면 인제 곤달비도 있고 그
머이고 아까 그 머이고	뭐니 아까 그 뭐니
기새	기새
기새도 익꼬기새도 익꼬 막 또 쑥거틍거 저거 머이고	기새도 있고 막 또 쑥 같은 것 저것 뭐니
그거느 이름 머이라 하더라 그건 쑥떡뽀다무우므 먿 쑥떡매이로 쑥떡 해뭉능긴데 그이	그것은 이름 뭐라 하더라 그건 쑥떡 해 먹으면 뭣 쑥떡처럼 쑥떡해 먹는 건데 그게
기쑥	기쑥
그 기쑤기 아니고 머 이르미 인는디야	그 기쑥이 아니고 뭐 이름이 있는데야
생각나시모 말씀해 주시고예	생각나시면 말씀해 주시고요
이러버리 하아  이리빋따	잊어 버렸 응 잊어 버렸다
꼬사리도 이섣을꺼 아임니꺼	고사리도 있었을 것 아닙니까
꼬사리도 익꼬	고사리도 있고
또예 우선 종뉴부터 함 드러보입시더 꼬사리 익꼬 또	또요 우선 종류부터 한번 들어 보십시다 고사리 있고 또
허어	응
사네	산에
꼬사리익꼬 기새 익꼬	고사리 있고 기새 있고
곤달비 익꼬	음 곤달비있고
곤달비 익꼬	곤달비 있고
치나물 익꼬	취나물 있고
치나물 익꼬 내나	취나물 있고 내나
그 다메 그거는녜 그 돌가지는 업섣습니까 사네	그 다음에 그것은요 그 도라지는 없었습니까 산에
돌가지도 익꼬	도라지도 있고
돌가지도 막 칠파레 꼬치 피지 쪼깜 이시모	도라지도 막 칠팔월에 꽃이 피지 조금 있으면
그다메 더더근 업섣슴니까	그 다음에 더덕은 없었습니까
더덕도언자 우쩌다가언잔 냄세가 나지	더덕도 인제 어쩌다가 인제 냄새가 나지
사네 가모	산에 가면
이섣지예	있었지요
더덕도 익꼬	예 더덕도 있고
그 다메 꼬사리 종뉸데 꼬사리와 쫌 다릉걷	그 다음에 고사리 종륜데 고사리와 좀 다른 것
깨치미 깨치미라고 익꺼등	고비 고비라고 있거든
그걷또 묵찌예	그것도 먹지요
하모 뭉능기라요 그걸 지새 지내먼 즈즏	아무렴 먹는 거예요 그걸 제사 지내면 저 저
기시 마리 어른드리 기시니 저 금받 금방서게 안잗따느마 금방서게 그걸 조타고	귀신 말이 어른들이 귀신이 저 금방 금방석에 앉았다고 하더만 금방석에 그걸좋다고
꼬사리보당 그기 조탄다네	고사리보다 그게 좋다고 한다네
씨버요 그이 그는 씨버 너무리	써요 그게 그것은 써 나물이
아 그 그시기	아 그 그슥이
그럼 할무이예	그럼 할머니요
깨치미 그기 씨버	고비 그게 써
예제가 지금 말씀하신 중에서 몬아라드른 나무리 두개가 익꺼등녜	예 제가 지금 말씀하신 중에서 못 알아들은 나물이 두 개가 있거든요
하나는 아까 말한 기새너무리고 다른하나는언자 곤달빈데	하나는 아까 말한 기새나물이고 다른 하나는 인제 곤달빈데
곤달비라 캗슴니꺼	곤달비라고 했습니까
곤달비는 저걷 지피 또 드러가야인네요 요 야픈디는 엄서	곤달비는 저게 깊이 또 들어가야 있네요 요 얕은 데는 없어
그럼 기새는 이파리가 어느정도 커고 하는 이렁거를	그럼 기새는 이파리가 어느정도 크고 하는 이런 것을
그양고만 즈즌	그냥 그만 저 저
제일 달믕기 멈니까 기새하고 달믕기 어떵기 이슴니꺼	제일 닮은 게 뭡니까기새하고 닮은 게 어떤 게 있습니까
디거	
고래 여 내나 고만 기새라능거똔 요리 송까락만허이 그만	그래 여기 내나 그냥 기새라는 것도 요렇게 손가락만하게 그냥
보들보드리 너물 그슥 너물매이라요 너물매이러 보들보들해 에리서는	보들보들하게 나물 그슥 나물처럼이예요 나물처럼 보들보들해 어려서는
그걷또 꼬치 피거등 여엳 체판댁지베 인는디	그것도 꽃이 피거든 여 여 최판댁 집에 있는데
기새	기새
기새가	기새가
그라머 거는 나중에 가서 내 직쩝 한번 바야 데건네	그러면 그것은 나중에 가서 내 직접 한 번 봐야 되겠네
기새는 내 거 가서	예 기새는 내 거기 가서
으으 보몬 데고	응 보면 되고
그기언자 그기 내나 기새너물하고	그게 인제 그게 내나 기새나물하고
그다메 곤달비는녜	그 다음에 곤달비는요
곤달비는 저 지픈 사네 가야 이써	곤달비는 저 깊은 산에 가야 있어
그어는치나물갇타 그랟찌예	그것은 취나물 같다 그랬지요
그걷또 치나물이파리매이라 그래도 달라	예 그것도 취나물 이파리처럼이야그래도 달라
빤짝빤짝허이 영 예삐요	반짝반짝한 게 아주 예뻐요
동그람헝기 빠작빠작빠작 누니 나요	동그스럼한 게 반짝반짝반짝 윤이 나요
누니 나고 너물도 막 보들보들허고 조와	윤이 나고 나물도 막 보들보들하고 좋아
이 치너무른 고마 이리 그양 넙쩍허이 그마 그래 생기도	이 취나물은 그냥 이렇게 그냥 넙쩍하게 그냥 그렇게 생겨도
곤달비는 조키 조와 조키 생긷써	곤달비는 좋게 좋아 좋게 생겼어
사람 예삐디끼	사람 예쁘듯이
그럼 곤달비는 체참판대게는 업슴니까	그럼곤달비는 최참판댁에는 없습니까
하모 그렁거는 엄찌	아무렴 그런 것은 없지
그렁거는 엄찌 그거는 나무리고	그런 것은 없지 그것은 나물이고
그라모곤달비는 치나물 치너물 종늄니까	그러면 곤달비는 취나물 취나물 종륩니까
하모 고맘 그리 치너물매이러 그리 바야지머	아무렴 그냥 그렇게 취나물처럼그렇게 봐야지 뭐
그런 종재라 내나 그렁긴데언자 쪼깜 이피 다리지 꼰나무매로 옹골옹골허이 예삐데	그런 종자야 내나 그런 것인데 인제 조금 잎이 다르지 꽃나무처럼 옹골옹골하게 예쁘데
그래	그래
그러먼녜 인자	그러면요 인제
요거는언자 사네서 나는	요것은 인제 산에서 나는
수러치 아까 내 모린다능거 수러치가	아 수리취 아까 내가 모른다고 한 것 수리취가
수러치이가 쑹매이로	수리취가 쑥처럼
떡 떡해뭉능기라 그거	떡 떡 해 먹는 거야 그것
수러치 이파리 뜨더오고 마 사네 가마 보이모	수리취 이파리 뜯어 오고 마 산에 가면 보이면
요걷또 치나물 종뉴지예요것도 취나물 종류지요  그걷또 하먼 치나물 종눈디 질쭉허니 나무가 이피	
그걷또 하먼 치나물 종눈디 질쭉허니 나무가 이피	그것도 아무렴 취나물 종륜데 길쭉한 게 나무가 잎이
이피 염방 호방이파리매이로 막 쭉 대가 쭉 인능기 이피 익꼬	잎이 연방 호박이파리처럼 막 죽 대가 죽 있는 게 잎이 있고
저 호박 쭉때이매이로 막 쭉때이가 그리 이써요 그거는 곧 염방 거 머이라능기고	저 호박 줄기처럼 막 줄기가 그렇게 있어요 그것은 고거 연방 그 뭣이라는 것이니
숟 수리치	수 수리취
숟 수리치 수리치 그기 내나 쑥떡 해뭉능기라 쑥떡	수 수리취 수리취 그게 내나 쑥떡 해 먹는 거야 쑥떡
그얻또 캐다 몰랴 낟따가 쌩걸로 몰랴낟따가 푹쌀마각꼬 게우레 쑥떡 해뭉는다고	그것도 캐다 말려 놓았다가 생것으로 말려 놓았다가 푹 삶아 가지고 겨울에 쑥떡 해 먹는다고
떡 그 우리는 머 안해무박꾸마 해 만날 쑥 그거마 각꼬 해 무걷찌	떡 그 우리는뭐 안 해 먹어 봤구만  만날 쑥 그것만 가지고 해 먹었지
그 수러치 수리치도 익꼬 받 저네 사네가마	그 수리취 수리취도 있고  전에산에 가면
근디 지그믄 사니 저리 막 즈즈 험해각꼬 댕기도 몬해요 디야지도 익꼬	그런데지금은 산이 저렇게 막 저 저 험해 가지고 다니지도 못해요 돼지도 있고
저네는막 사네가서 전시 꼬사리 끄너오고 직찜 무우꺼머 함바치서 이래도 사네가서 꼬사리 끄너오고 핸는디	전에는 막 산에 가서 전신에 고사리 끊어 오고 각자먹을 것 뭐 한 바가지씩 이래도 산에 가서 고사리 끊어 오고
사네 몬끄느께언자 막 사네 뿌리이르 꼬사리 뿌리이르 아까 즈즏 모시 뿌리이매로 막 쭉 빠지거드요 땅 조은디 깨이로가 파머	산에 못 끊으니까 인제막 산에 뿌리를 고사리 뿌리를 아까 저 저 모시 뿌리처럼 막 죽 빠지거등요 땅 좋은데 괭이를 가지고 파면
쭉 빠지먼 그노믈막 빼다가 바테다 듬듬 숭구농께 한 오년데모마 자꾸 뻔치능기라	죽 빠지면 그놈을 막 빼다가 밭에다 드문드문 심어 놓으니까 한 오 년 데면마 자꾸 뻗치는 거야
저 마이 읻떼예	저기에 많이 있데요
즈 즈즉 그러께요	저 저 저 그러니까요
요요도 익꼬	요기에 요기에도 있고
요걷또 뻔치서 그래요 이 찌깬핸는데 뻔치가꼬 올해 저리 만네	요것도 뻗쳐서 그래요 이 조그마했는데 뻗쳐 가지고 올해 저렇게 많네
긍게 천지 뻔치각꼬 저럭케 뻔치요 꼬사는 쪼깬 숭구노모	그러니까 천지 뻗쳐가지고 저렇게 뻗쳐요 고사리는 조금 심어 놓으면
시가니 가모	시간이 가면
그래각꼬 막 사암드리 끄너요 지그믄 직쩜 바테다 해각꼬 사네가 몬끄능께 사니 저래 생기농께	그래 가지고 막 사람들이 끊어요 지금은 각자 밭에다 해 가지고산에 가서 못 끊으니까 산이 저렇게 생겨 놓으니까
그라모 할무이 제가 그지예	그러면 할머니 제가 그죠
할머이가 말씀하신 사네서 나는저 나 너물종뉴으 제가 이르믈 불러보께예이	할머니가 말씀하신 산에서 나는 저 나 나물 종류의 제가 이름을 불러 볼게요이
으으 기새가 익꼬	어 이새가 있고
그 다메 곤달비가 익꼬	그 다음에 곤달비가 있고
치너무리 익꼬	취나물이 있고
깨치미가 익꼬	깨치미가 있고
깨치미도 익꼬	깨치미고 있고
그다메 수러치가 익꼬	그 다음에 수리취가 있고
돌가지가 익꼬	도라지가 있고
더더기 익꼬	더덕이 있고
꼬사리가익꼬 이렁거시 읻따 마리지예	고사리가 있고 이런 것이 있다 말이지요
일목아그렁구마 읻찌	예 그런 것 마 있지
그라믄녜	예 그러면요
또 그 와 따뭉능거먿 마리자모 지픈 사네 요런디는 음찌마는	또 그 왜 따 먹는것 뭐 말하자면 깊은 산에 요련 데는 없지마는
다래 머구 다래 머구	다래 머위 다래 머위
다래	다래
다래가	다래가
다래 얼매나 마싣따고 즈즏	다래얼마나 맛있다고 저 저
아니 다래는 열매를 먹찌	아니 다래는 열매를 먹지
그렁께 열매 요막썩허이 따각꼬오모	그러니까 열매 요만끔씩하게 따 가지고 오면
그래 열매는 쫌 다릉거고 예예예	아 그래 열매는 좀 다른 게고
아아 열매는 안허고 하아	아 열매는 안 하고 아
아이 맏 하문 하입시더 그라모 다래	아니 마 한 번 하십시다 그러면 다래
그렁께 다래 걷 따다가저 아러모겓 파무더 노모 이불 미테	그러니까 다래 그것 따다가 저 아래목에 파묻어 놓으면 이불 밑에
파무더 노모언잗 그걷똗오늘 따오몬 오늘 무더노므 오올지역 자고	파묻어놓으면 인제 그것도오늘 따 오면 오늘 묻어 놓으면 오늘 저녁 자고
내일 요리 막 요리 손대 몰랑몰랑항거 그넘 주묵꼬 여뭉거는 도로 무더노코	내일 요렇게 막 요렇게 손 대 몰랑몰랑한 것 그놈 주워 먹고 여문 것은 도로 묻어 놓고
처네 그랙꺼마 몰랑몰랑허모언자 마식꼬	전에 그랬었지 몰랑몰랑하면 인제 맛있고
띤찌헝거는 여뭉거 무구모막 지즏맏또 음써요 씨버서	단단한 것은 여문 것 먹으면 막 저 저 맛도 없어요 써서
노래 창헌다 오늘 토요허는데 일룔 허는데	노래 창한다 오늘 토요일 하는데일요일 하는데 참고 밖에서 들려오는 노래 소리를 듣고 주제와 상관 없는 얘기를하신 것임
그러먼녜 언자는 아까 그거는 나물종뉴고예	그러면요 인제는 아까 그것은 나물종류고요
이 너무를	이 나물을
언자 우째 이머 껑커오든지 캐오든지 따오든지 할꺼 아임니꺼이	인제 어떻게이 뭐 꺾어 오든지 캐 오든지 따 오든지 할 게 아닙니까
응 으으 예	응 응
그래가주고 고	그래 가지고 그
우째인자	어떻게 인제
꼬사리는 머 쌀마섣 좀 당가낟따가 고만 또 복까묵꼬	고사리는 뭐 쌂아서 좀 담가 놓았다가 그냥 또 볶아 먹고
그래언자 제가 하나식 여쭈보께예	그래 인제 제가 하나씩 여쭤볼게요
먼저 기새너무림니다이 기새	먼저 기새나물입니다이 기새
기새는 운제 우쩌께 땀니꺼	기새는 언제 어떻게 땁니까
고만 즌 나무예 고맏 요리 꼬사리매로맏 쭝굳쭝굳 요리 올로오니까	그냥 저나무에 그냥 요렇게 고사리처럼 마 쫑긋쫑긋 올라오니까
요리 올라 바로 올라와요 바로 올로옹께그마 보이모언자 한무디 한테 온천짇 바테 읻짜내노넫	요렇게 올라 바로 올라와요 바로 올라오니까 그냥 보이면 인제 한무더기 한 데 온 천지 밭에 있잖고 논에
까끄매 읻자내 인는디가 이써요 그걷또 뿌리가 저 꼬사리매이로	산에 있지 않고 있는 데가 있어요 그것도 뿌리가 저 고사리처럼
꼬사리도 암디라도 엄꺼드 꼬사리 뿌리이가 이써야 그기 이싱께	고사리도 아무 데라도 없거든 고사리 뿌리가 있어야 그게 있으니까
궁게 이리 도리도리허이인자 요리요리 댕가다보모 기새가 오몰허이 이시모인자	그러니까 이렇게 도리도리하게 인제 요리 요리 다니다 보면 기새가 오목하게 있으면 인제
마 요릳 빼먼 대요 고마 요리 빼모맏 쭉쭉 빠저요	마 요렇게 빼면 돼요 그냥요렇게 빼면 마 쭉쭉 빠져요
뿌래이채로 뺌니까	뿌리째로 뺍니까
뿌리인 나뚜고 뿌리이 나두야또 후녀네 나지	뿌리는 놓아 두고 뿌리 놓아 둬야 또 내년에 나지
그라모 요기는 끙커야 뎀니까	그러면 요것은 꺾어야 됩니까
빠저요 빠저요릳 떼믄 데 제질로 소느로 고마 요리 떼고	빠져요 빠져 요렇게 떼면 돼 저절로손으로 그냥 요렇게 떼고
그 카리시마 칼로 고마 이리 문지라삐리고 소풀매이로	그 칼 있으면 칼로 그냥이렇게 베어 버리고 부추처럼
그래각꼬언자 각꼬와서 쌀마무치노머 노랑내가 나요 거이 노랑내가	그래 가지고 인제 갖고 와서 삶아 무쳐 놓으면 노린내가 나요 그게 노린내가
마시 맏또 엄떠마 노랑내가 나	맛이 맛도 없더군 노린내가 나
그러믄 그 나무른 그 저 반차는 어째 해묵슴니꺼	그러면 그 나물은 그 저 반찬은 어떻게 해 먹습니까
구렁게 구굳또그만 지름장에 마 무치묵찌머 너물 너물매이로 해뭄서	그러니까 그것도 그냥 기름장에 마 무쳐 먹지 뭐 나물 나물처럼 해 먹으면서
그라먼인자 기새는 그래 하고예	그러면 인제 기새는 그렇게 하고요
곤달비는자 우째 따옴니까	곤달비는 인제 어떻게 따 옵니까
곤달비도고마 이리 뚝뚝	곤달비도 그냥 이렇게 뚝뚝
따먼 데요	따면 돼요
이파리를례	이파리를요
쭉때기를 쭉때이가	줄기를 줄기가
쭉때기를	줄기를
쭉때이가 즈즈 똑 호박쭉때이매로 익꺼등	줄기가 저 저 꼭 호박 줄기처럼 있거든
그리 커각꼳 그리 나니까 곤달비	그렇게 커 가지고 그렇게 나니까 곤달비
그라먼 곧 따가지고 그걷또 반찬	그러면 그것 따 가지고 그것도 반찬
고옫또 쌀마 데치각꼬 새파래스 즈즈즈 그슥 너물매로 그 머이고	그것도 삶아 데쳐 가지고 새파래 저 저 저 그슥 나물처럼 그 뭐니
치너물매로 마 물 펄펄 끼리각꼬 살짝 데치각꼬	취나물처럼 마 물 펄펄 끓여가지고 살짝 데쳐 가지고
고만 헹거각꼬 고옫또 머 무처뭄 데요 무치가 너물허능기라	그냥 헹궈 가지고그것도 뭐 무쳐 먹으면 돼요 무쳐서 나물하는 거야
햐 마식껟따	햐 맛있겠다
그래 곤달비는 차말로 조응기라요 너물중에 제일로 즈즏 고그비라 안하나	그래 곤달비는 참말로 좋은 거예요 나물 중에 제일로 저 저 고급이라 하잖아
궁게 지픈사네 가야데 그어는 지픈사네 가서	그러니까 깊은 산에 가야 돼 그것은 깊은 산에 가서
드러와	들어 와
언자 그라먼녜 이제버네는 치너물 차렘니더이	인제 그러면요 이번에는 취나물 차롑니다이
치너무른 우째 땀니까 우째	취나물은 어떻게 땁니까 어떻게
치너무른 캐 언자 뽈곰뽈곰나머	취나물은 캐 인제볼긋볼긋 나면
사머레 뽈곰뽈곰 나머 칼로각꼬언자	삼월에 볼긋볼긋 나면 칼로 가지고 인제
여 소게 뿌리이 나뚜고 칼로각꼬언자 이리이리 너물캐득끼	여 속에 뿌리 놓아 두고 칼을 가지고 인제 이리이리 나물 캐듯이
쑥꾸재미 캐득끼 막 캐지 쑥꾸재미 아능가 모르걷따	쑥구재미 캐듯이 막 캐지쑥구재미 아는가 모르겠다
쑥꾸재미	쑥구재미
쑥꾸재미너물또 익꺼등 여여엳 여 도랑에 막 익꺼등 봄데머 쑥캘때	쑥구재미나물도 있거든 여기 여기 여기 여기 도랑에 막 있거든 봄 되면 쑥 캘 때
쑥캘때	쑥 캘 때
쑥하고 쑥꾸재미하고 다릉김니까	쑥하고 쑥구재미하고 다른 것입니까
쑤근하모 저 색까리 허허이 막 그럭코 쑥꾸재미는언자 즈즏 치너물매로 새파래	쑥은 아무렴 저 색깔이 허연 게 막 그렇고 쑥구재미는 인제 저 저 취나물처럼 새파래
새파래 그 막 캐각꼬 보메 사암드리 캐각꼬 폴먼	새파래 그 막 캐 가지고 봄에 사람들이 캐 가지고 팔면
한사발 나노코 삼처넌 이처넌 할매드리 폴고 막 그러데	한 사발 놓아 놓고 삼천원 이천 원 할머니들이 팔고 막 그러데
그 체판땍집 살빠게고 저 미테 동네로	그 최참판댁집 대문 밖에고 저 밑에 동네로
그람 쑥꾸재미도 체참판때게 가모 이스까예	그러면 쑥구재미도 최참판댁에가면 있을까요
긍게 지그믄 처리 아니라 가꼬 읍서저비서 쑥꾸재미 그거이	그러니까 지금은철이 아니라서 없어져 버렸어 쑥구재미 그게
어어	아
딴때는 마 온천지 긴디 저 지레고 머이고 보메느 캘때느	딴 때는 마 온 천지 그것인데 저 길에고 뭐에고 봄에는 캘 때는
캘때는 깍 찬는디 지그믄 막 푸리 차비리고 해농께 암보이능기라	캘 때는 꽉 찼는데 지금은 막 풀이 차 버리고 해 놓으니까 안 보이는 거야
천지가 쑥꾸재민디	천지가 쑥구재민데
그라몬자 쑥꾸재미 우선 치너물 그거언자 아까	그러면 인제 쑥구재미 우선 취나물 그것 인제 아까
그거는 칼가꼬 미테 캔단 마리지예	그것은 칼 가지고 밑에 캔단 말이지요
예 캐 캐요	예 캐 캐요
쑥캐득끼 쑥꾸재미 캐득끼	쑥 캐듯이 쑥구재미 캐듯이
예 쑥도 그러고 쑥꾸재미도 그러고	예쑥도 그러고 쑥구재미도그러고
그라모 고거느 또 나무른 우째해 묵슴니까	그러면 그것은 또 나물은 어떻게 해먹습니까
쑥꾸재미요	쑥구재미요
말고 치너물	말고 취나물
치너물도 내낟 쑥꾸재미고 머이고 내나 맏 뜨신무레 데치각꼬 무치묵찌요 무치 무어	아 취나물도 내나 쑥구재미고 뭐고 내나 마 뜨신 물에 데쳐 가지고 무쳐 먹지요 무쳐 먹어
전시네 너물 종늉께	모두가 나물 종류니까
쌀마 무치무거	삶아 무쳐 먹어
쑥꾸저어 그렁거느 쌩걸로 몬뭉께 쌀마 무치묵꼬	쑥구재미 그런 것은 생걸로못 먹으니까 삶아 무쳐 먹고
그다메 깨치미라 캐씀니까 깨치미라캐씀니까	그 다음에 깨치미라고 했습니까 깨치미라고 했습니까
깨치미	고비
깨치미	고비
꼬사릳거치 까머이 그것도	고사리같이 까맣게 그것도
까머이 깨치미는 어째서 깨치미냐 허먿 요리 동글동글동글허이 즈즈 방석매이라요	까맣게 고비는 어째서 고비냐 하면 요렇게 동글동글동글하게 저 저 저 방석처럼이라요
대가리가 꼬사리대가리가 저 호방이파리매이로 죽때기	대가리가 고사리 대가리가저 호박 이파리처럼 줄기가
요리 쫑귿허이 이씀시로 요리 딱 쫑귿허이 커각꼬 우예 대가리가 동글동글동글허이 그리 생긷써 그래서 깨치미란다	요렇게 쫑긋하게 있으면서 요렇게 딱 쫑긋하게 커 가지고 위에 대가리가 동글동글동글하게 그렇게 생겼어 그래서 고비란다
그래가꼬 그 즈즈 지새 모시모 그걸 각꼬 그 지새 다마 노오먼	그래 가지고 그저 저 제사 모시면 그걸 가지고 그 제사 담아 놓으면
즈즈 기시니 금방서기랜데요 그 방석매이러 동글동글동글 그리 생기노옹께 금방석	저 저 귀신이 금방석이라한대요 그 방석처럼 동글동글동글 그렇게 생겨 놓으니까 금방석
금방서기랜데 조타한대 기시니	금방석이라 한대 좋다 한대 귀신이
그럼 그거는 우째 뜨더옴니까	그러면 그것은 어떻게 뜯어 옵니까
그거요 꼬사리매이러 내낟 툭툭 뿌질라오지 뿌링이에서 나아옹께	그것요 고사리처럼 내나 툭툭 분질러 오지 뿌리에서 나오니까
뿌링에서 쭝머대 요마허이 나옹께	뿌리에서 죽 뭣해 요만하게 나오니까
툭툭 뿌질라가 와요 고맏 뚝뚝 뿌질라오먼 데 꼬사리도 그러고	툭툭 분질러서와요 그냥 뚝뚝 분질러 오면 돼 고사리도 그렇고
뿌질라가 와서언잗 쌀맏 너지 쌀마각꼬 너르 너러낟따가언자	분질러서 와서인제 널지 삶아 가지고 널어 널어 놓았다가 인제
그걸 저그 머이고 거기 꼬사리보당 싸다 해꺼등 저네 도늘 사마 도늘 사마깨치미나 도니 작때	그걸 저기 뭐니 그게 고사리보다 싸다 했거든 전에 돈을 사면 돈을 사면 고비나고비가 돈이 적대
그라먼자 고거넌자 깨치미고	예 그러면 인제 그것은 인제 고비고
그너먼자 꼬사리도 그래 한다 마리지예	그러면 인제 고사리도 그렇게한다 말이죠
꼬사리도 즈즏 쭈리이 조걷매이로 뿌링이에서고만 쭘부쭘부낭께	고사리도 저저  저것처럼 뿌리에서 그냥 쫑긋쫑긋 나니까
지금 저 우예언잡 패비리서 그러치 언자 저를 때라 노옹께	지금 저 위에 인제파 버려서 그렇지 인제 캐 먹지 못할 때라 놓으니까
보메는 막 쫑그쫑그쫑귿허이 마 이삐기 올로오거등 모가지가	봄에는 막 쫑긋쫑긋쫑긋하게 예쁘게 올라오거든 모가지가
쭉 올로오머 톡톡톡 끄느머 재미읻찌	죽 올라오면 톡톡톡 끊으면 재미있지
보메하먼 오시먼 저거옏 여거 꼬사리가 이싱게로 딱 하먼 끄능낀디	봄에 한 번오시면 저기에 여기 고사리가 있으니까는 딱 한 번 끊을 건데
어제 봉께네 요기이습띠더 요	어제 보니까 요기 있습디다 요기에
하무 끄너보낑디 보이지요작꾸 나 소게 이써서 그러치	한 번 끊어 볼 건데 보이지요 자꾸 나 속에 있어서 그렇지
보식꾸나	아 보셨구나
그러믄자 그거는 깨치미처럼 고 쌀마가꼬	그러면 인제 그것은 고비처럼 고 삶아 가지고
꼬사리 예	예 고사리 예
말런다 그지예	말린다 그죠
몰랴가꼬 언자 돈사고 먿 또 몰랴낟따가 지새모시고 쌀마가꼬	말려 가지고 인제 팔러 가고 뭐 또 말려 놓았다가 제사 모시고 삶아 가지고
지새모시고이	제사 모시고이
하모 쌀만 몰랴야 나야지 무조꾼 몰랴나야대	아무렴 삶아 말려 놓아야지 무조건 말려 놓아야 돼
그라먼 돌가지는 우째	그러면 도라지는 어떻게
도라지도 캐다가	도라지도 캐다가
씨쩌 언자 무렏 씩꺼가꼬 사네서 캐오모 흐키 마느니까	씻어 인제 물에 씻어가지고 산에서 캐 오면 흙이 많으니까
바테 캐난 즈즏 사네 캐나 흐키 막 망커등뇨 흑바테서 캥께	밭에서 캐나 저저 산에서 캐나 흙이 막 많거든요 흙밭에서 캐니까
캐가와서언자 즈즏 막 이리리리 씩꺼가꼬 저런 즈즏 시민바다 시시시실언자 흑터러각꼬	캐 가지고 와서 인제 저 저 막 이리이리 씻어 가지고 저런 세멘트 바닥에실실실실 인제 흙 털어 가지고
인자 머 칼로도 까고 손툽 질머 손투브로가 마 졸졸졸졸 돌리머	인제 뭐 칼로도 까고 손톱 길면 손톱으로써 마 졸졸졸졸 돌리면
까저요 잘 까저 마구 캐가꼬 와서 흑떠러가꼬	까져요 잘 까져 마구 캐 가지고 와서 흙 떨어 가지고
그래 깨각꼬언잗 요리언자 칼로각꼬언잗 요리 쪼개각꼬	그렇게 째 가지고 인제요리 인제 칼로 가지고 인제 요렇게 쪼개 가지고
까지 쪼개득끼 쪼개각꼬언잗 비테 너러낟따가	가지 쪼개듯이 쪼개 가지고 인제볕에 널어 놓았다가
또 머 정가도 해묵꼬	또 뭐 정과도 해 먹고
거 조총 고와가꼬언잗 그 조총에다가 그 몰랴낟따가 도라지를	그 조청 고와 가지고 인제 그 조청에다가 그 말려 놓았다가 도라지를
