dialect	standard
그런 사람드리 만차나요	그런 사람들이 많잖아요
만치 머스꾸룬	많지 머슴꾼은
그 머슴 나메 집 사는 사람 을	예 그 머슴 남의 집 사는 사람을
메슴 머슴 다 머슴꾸니라그 머슴	메슴 머슴다 머슴꾼이라 그 머슴
맨 년 다니로 사나요 보통	몇 년 단위로 사나요 보통
그건 뭐 대중 업찌	그건 뭐 대중 없지
처메는 그 이연 계뚤 안 한다구	처음에는 그 이 년 계약을 안 한다고
당 당진 당녀네 한다고	당 당진 당년에 한다고
올해 이게	올해 이게
해마다	해마다 예
내가 인제 머슴꾼 둬따	내가 이제 머슴꾼이 됐다
그 저네 이 금녀네 강냉이 두 가마이 콩자가마이	그 전에 이 금년에 강냉이 두 가마니 콩자가마니
그 조꺼니 어트케 돼요	예 그 조건이 어떻게 돼요
그게 인제 월그비라고	아 그게 이제 월급이라고
말하자먼 푸 농 그 머슴꾸니 일련 삼백 육십 오일랄 내 일 해주구 글 머슴사리로 그 품깝쓰로 중 거요	말하자면푸 농 그 머슴꾼이 일년 삼백 육십 오일 내 일 해주고 그렇게 머슴살이  로 그 품값으로 준 거요
그래가 인제 응 그래가 아이 저고리 함 벌 저고리 바지 저고리 함 벌 뚜 개는 주적쌈 함 벌	그래서 이제 응 그래서 아이 저고리 한 벌 저고리 한 벌 두 개는 주적삼 한 벌
여름 주적쌈	여름 주적삼
주적쌈	주적삼
응 매마즘 한 걸 그 두 벌 해 주고	응  한 걸 그 두 벌 해 주고
시누는 저기네 사 싱기고 강냉이 두 가마이 콩 두 가마이  항 가마이 다서 까마이 미물항 가마이 돼지까마이 해 줄테니 너 우리 지베 오너라 주인하고 인제 그기 그기 인제 계야기 된다고	신은 저기에 가서 사 신기고 강냉이 두 가마니 콩 두 가마니  한 가마니 다섯 가마니 메밀 한 가마니 돼지 가마니 해 줄테니까 너 우리 집에 오너라 주인하고 이제 그게 그게이제 계약이 된다고
그럼 그 지베 인능 거요	그럼 그 집에 있는 거요
봄부텀 봄부텀 농사 다 해주고 소 다 매기고 다 해주고는 그 동지 전날까지 그 집 나무다 해 주능 걸	봄 부터 봄 부터 농사 다 해주고 소 다 먹이고 다 해주고는 그 동지 전날까지그 집 나무 다 해 주는 걸
나무 땔 라무 겨울라무 뭐 베찝 오씸 다 해주고는 동지 팓쭉 머금 나가	나무 땔 나무 겨울 나무 뭐 볏짚 오심 다 해주고는 동지 팥죽 먹으면 나가
나가는데는 다시 그 지베 이쓸라머는 또 재계약 또 해	나가는데 다시 그 집에 있을 려면 또재계약 또 해
내녀네 또 씨구게 그래먼 주인 냥반 날 그게 그 곡써글 항 가마니 더 주시오	내년에 또 씨구게 그러면 주인 양반 나한테 그럼 그 곡식을 한 가마니 더 주시오
또 그래든지 또 뭐 도늘 가주 하든지 다시 그래 하문 그 주인하고 인제 일꾼하구 마미 마즈머는 오연도 조쿠 사 팔련도 조아	또 그렇게 하든지 또 뭐 돈을 가지고 하든지 다시 그렇게하면 그 주인하고 이제 일꾼하고 맘이 맞으면 오 년도 좋고 사 팔 년도 좋아
그래 비버니 상하문 한 해 한 해 하구는 그 가능기여	그래 기분이 상하면 한 해 한 해 하고는 그 가는 거야
한 해 하다가 실타가 중동그이 하다 나가면 안 되자네	한 해 하다가 싫어도 중간에 하다가 나가면 안 되잖아
중동그이가 뭐냐며는 중바네 가문 싸글 몯 빠짜네	중동그이가 뭐냐면 중간에 가면 싹을 못받잖아
그래 그렁거여 건 일꾸는 일꾸는 그 만냐게 그러카지 여델 요 모 딴디약처럼 삼년 사이 건안 한다고	그래 그런거야 일꾼은 일꾼은 그 만약에 그렇게 하지 어딜 이 모 딴띠약처럼 삼 년살이 그건 안 한다고
그러며는 그 어르신 그 옌나레 품마시 가튼 경우도 자주 이썬나요	그러면 그 어르신 그 옛날에 품앗이 같은 경우도 자주 있었나요
푸마시는 이쪼 아끼네 그조	아 품앗이는 있지요 아까 내가 그렇지요
내가 오늘 저 집 꼬추 시머 주머는 저 지비 우리 집 꼬추 시무러 오고 내가 저지파고 받 깔문바깔러 여 오고또 그래고 어얼 한다고	내가 오늘 저 집 고추 심어 주면 저 집이 우리 집 고추심으러 오고 내가 저 집하고 밭 갈면 밭 갈러 여기에 오고 또 그러고 어얼 한다고
내가 소가 함 마리 이짜네요	내가 소가 한 마리 있잖아요
저의 쇠가 함 마리 이짜네요	저의 소가 한 마리 있잖아요
그럼 그 집 하고 또 저 저 집또 소 함 마리 세 찌비 올라가주고 아께 말 가트나 제이 저리  소 하 하나 갈고 하난 그 골키고 그 세찌비 올 해 오늘 우리 집 와서 오늘 콩을 심어따 콩나따	그럼 그 집하고 또 저 저 집도 소 한 마리 세 집이 올라 가 가지고 아까 말처럼 제이 저리 소 하 하나 갈고 하나는 그 골 키고 그 세 집이 올해 오늘 우리집 와서 오늘 콩을 심었다콩 났다
오늘 한 이천 평 가라따 하먼 내일로 그적 그 그적 찝 가서 또 언제 모 콩 하든지 모 옥쑤수하던지 그 그 집 해간다 하먼 그기 인저 어울한다 어울러	오늘 한 이천 평 갈았다 하면 내일로그적 그 그적 집 가서 또 언제 뭐 콩을 하든지 뭐 옥수수 하든지 그 그 집 해간다 하면 그게 이제 어울한다 어울러
한 해 농사를 어울러 진는다고	한 해 농사를 어울러 짓는다고
푸마시라는 거는 오늘 가따가 내가 하고 또 바꼬 고 그리 끈나고 말람 마 하고 이래찌머는그 이러게 짜기래짝	품앗이라는 것은 오늘 갔다가 내가 하고 또 받고 그 그렇게 끊나고 말라면 마 하고 이렇게 했지만 그 이러게 짝이래 짝
요 오늘 오랜 그 지파고 짜글 한다	이 오늘 올 해는 그 집하고 짝을 한다
사라미 소짜기래 소짝	사람이 소짝이래 소짝
소말깐 소짜글 해서 일려네 농사를 제보면 그 사람네 시니를 안다 이기여	소처럼 소짝을 해서 일 년의 농사를 지어 보면 그 사람의 심리를 안다 이거야
알자네요	알잖아요
저 지비 지 자기 농사 질쩌게는 하주 애머꺼 응 힘드려 하고 짝찌비레 가서는 히미 듬 꾀꾀 부리고 그차네요	저 집이 지가 자기 농사 지을 적에는 아주 애 먹어 응힘들어 하고 짝집에 가서는 힘이 들면 꾀 꾀 부리고 그렇찮아요
그래 그래서 한 해하구 에이 저 사람하고 해보니까 저 꾀 부리고 나는 안 한다 소그로 그체	그래 그래서 한 해하고 에이 저 사람하고 해 보니까 저 꾀 부리고 나는 안 한다 속으로 그치요
그래먼 떠리질 쑤 이꼬 세 집 다 마미 통해 내 농사나 그 집 농사나 또까튼 그 마믈 가주고농사를 지꾸 심머리 되머는 심년 시보년 팔련 짝 마쳐하지	그러면 떨어질 수 있고 세 집이다 마음이 통해 내 농사나 그 집 농사나 똑같은 그 마음을 가지고 농사를 짓고 십 년이 되면 십년 십오 년 팔 년 짝 맞쳐서 하지
그렁게요	그런 거에요
그로게 짜글 가치 하능 게 인네요	아 그렇게 짝을 같이 하는 게 있는요
그럼 여게 이찌 그럼	그럼 여기에 있지 그럼
푸마시 말또 해지	품앗이 말도 했지
푸마시를 할 때 우리지분 그 한 네 마지긴데 딴 지분 두 마지기에요	품앗이를 할 때 우리 집은 그 한 네 마지기인데 다른 집은 두 마지기이에요
그러며는 고 나머지는 뭘로 보상을 반는	그러면 그 나머지는 뭘로 보상을 받는
아이 푸마시란 건 그러치 아녀요	아이 품앗이라는 건 그렇지 않아요
푸마시 하러 오이먼 내가 인제 이러케 오늘 에 뭘 천 평을 뭘 심는다	품앗이 하러 모이면내가 이제 이렇게 오늘 에 뭘 천 평을 무엇을 심는다
그럼 사라미 마냑 열 싸라미 피료하다	그럼 사람이 만약 열 사람이 필요하다
그래이머는 어느 주 어느 지부는 내가 아푸로 그 지비랑 저 가서 이 이를 하루 해주고 어는사라믄 농사를 안 지꼬 이래 그 사람 또 사지	그러면 어느 주 어느 집은 내가 앞으로 그 집이랑 저 가서 이 일을 하루 해 주고 어떤 사람은 농사를 안 짓고 이래 그 사람은 또 사지
사 사가주 옴 곡썽준데 사가주 그래가주 다 하 하고 그 사람 돈 주고 고수 줘쓰니까 그마니  고 고담 푸마시 완 사람 그 이틀 그 이틀 가 해주고	사 사 가지고 오면 곡식을 주는데 사가지고 그래 가지고 다 하 하고 그 사람 돈 주고 고수 줬으니까 그만이고 그 다음 품앗이 온 사람드 이틀 그 이틀 가 해주고
푸마시 한 사람 고 정도로 푸마시 하고 그 다메	아 품앗이 한 사람 그 정도로 품앗이 하고 그 다음에
돈 줘써 그래 품까지	돈을 줬어 그래 품까지
풍초로요	아 풍초로요
그 일련 다뉘로 이제 머슴 사능 거 말고 그 이를 할 때마다 이러케 사랑을 언는 경우 이짜나요	그 일 년 단위로 이제 머슴 사는 거 말고 그 일을 할 때마다 이렇게 사람을 얻는 경우 있잖아요
골 뭐라고 함니까 날 하루	그걸 뭐라고 합니까 날 하루
그건 제 하루 건너는 거는 아니지마는 하루 건능 거는 그 사람 고 고정임부라 하지	아그건 제 하루 건너는 거는 아니지만 하루 건느는 거는 그 사람 고정인부라 하지
고정 씨킨 사람	고정식힌 사람
마냐게 한 사라미 한 다레 일 하든지 이시빌 이를 그래 꼬하 하 하는 사람 고정임부	만약에 한 사람이 한 달의 일을 하든지 이십 일 일을 그래 하고 하 하는 사람 고정인부
고정임부라 하고 고정 고정임부라에 하고 내가 부레 머꼬 쓰고 고 다메 일 가 하는 사라믄그 고정임부 임부래 날품파리라 날품파리	고정인부라 하고 고정 고정 인부라에 하고 내가 부려 먹고 쓰고 그 다음에 일 가 하는 사람은 그 고정인부 인부래 날품팔이라 날품팔이
나나레 하니까 고러 마짜네 이 지비 더런 해 주구 시름 안 가자네요	나날이 하니까 그게 맞잖아 이 집에서 더러 해 주고 싫음 안 가잖아요
그 날품파리라고 날품파리	그 날품팔이라고 날품팔이
고정임부 날품파리	고정인부 날품팔이
걱쩡하지마	아 걱정하지마
그러네요	아 그러네요
그럼 그 분들 일할 때 간식 가튼 거또 식싸로 가튼 거 주나요	그럼 그 분들 일 할 때 간식같은 것도 식사로 같은 거 주나요
아이 주조	아이 주지요
진노리	진노리
시방은 간시기라 하조	지금은 간식이라 하지요
그건 젠노래라고 젠노래	그거 젠노래라고 젠노래
며 뻔 주나요	몇 번을 주나요
오저네 함 번 오후에 함 번	오전에 한 번 오후에 한 번
그러면 인제 이를 이를 이제 나메 집 이를 하러 오며는 그 지베서 머꼬 오냐요 아니면	그러면 이제 일을 일을 이제 남의 집 일을 하러 오면 그 집에서 먹고 오나요 아니면
자기가 아치믄 식싸는 자기가 하고 오지	아 자기가 아침은 식사는 자기가 하고 오지
짝찌비 해도 그래 짝찝찌리 해도 그러코 돈 바꼬 푸마 뭐시리 가도 그러 품파리 가도 그러코 푸마시는 푸마시는 서로가 가치 도라감 하능기 푸마시고 품파리는 다니 잘가서 돈 바꼬 오능 게 그기 그 품파리요	짝 집이 해도 그래 짭집끼리 해고 그렇고 돈 받고 품아 뭐하러 가도그렇고 품팔이 가도 그렇고 품앗이는 품앗이는 서로가 같이 돌아가면서 하는 게 품앗이고 품팔이는 다니면서 잘 가서 돈 받고 오는 것이 그게 그 품팔이요
그래니깐 품파리든 짝찌기든 자기 지베 조반 머꼬 인제 오자나 오머는	그러니까품팔이든짝찌기든 자기 집에서 조반을 먹고 이제 오잖아 오면
멀 머꼬 온다고요	뭘 먹고 온다고요
자기 자기 지베 조 식쌀 하고 오자나요	아 자기 자기 집의 조 식사를 하고 오잖아요
아침 식싸를 하고 인제 오 오 우저네	아 아침 식사를 하고 인제 오 오 오전에
이 터에 올 께 아니요	이 터에 올 게 아니요
내가 저그네 오는 뭐 한다 하머는 상 어더 놔쓰니 저거네 오늘 내 콩을 시머	내가 저기네 오는 거 뭐 하다 하면 상을 얻어 놨으니 저거네 오늘 내 콩을 심어
거러 온다고요	걸어온다고요
거 오먼 일곱 씨부터 시작 하자네요	그 오면 일곱 씨 부터 시작 하잖아요
그럼 여덜 씨에 아홉 씨 두 시간 하자네 두 시간	그럼 여덟 시에 아홉 시 두 시간 하잖아두 시간
이 아홉 씨 반 열 씨 돼 가주고 두 시간 반 하던지 하머는 찬 뭐냐 하머는 옌나레 마껄리이짜나 마껄리 곡쭈	이 아홉 시 반 열 시 돼 가지고 두 시간 반 하든지 하면 찬이 뭐냐 하면옛날에 막걸리 있잖아 막걸리 곡주
고걸 차미라고 하나요	그걸 참이라고 하나요
아까 제 젠노리	아까 제 젠노리
젠노리 이러 하기도 차미라 그래도 그래 불러요 두 가지 무꺼따고	젠노리 이렇게 하기도 하고 참이라 그렇기도 그래 불러요 두 가지 묶었다고
젠노리 머그러와 이런 사람도 이꼬 차 머그러 와 이런다고	젠노리 먹으러 와 이런 사람도있고 참 먹으러 와 이런다고
그래 그래 그래 인제 마껄리 이씀 마껄리 걸러 가주고 요 나미또 마꺼떠 항 개씩 머꼬 제 주인 때게 거러가고 고 다메 그때는 모	그래 그래 그래 이제 막걸리 있음 막걸리 걸러서 가지고이 남의   한 개씩 먹고 제 주인 댁에 걸어가고 그 담에 그때는 뭐
젠노래는 멀 멍나요	젠노래는 뭘 먹나요
요 모 감자 쪄 가주 가고 모 저 저 저 강 옥쑤수 강냉이 쩌 가주 가고 고 다메 칼국쑤 가씨기 그렁게 해 가주 가 보리밥 그러게 해 가주 가 바테 가따 펴 노쿠 멍는 기요	이 뭐 감자 쪄가지고 가고 뭐 저 저 저 강 옥수수 강냉이 쩌 가지고 가고 그 다음에 칼국수 가씨기 그런 거해 가지고 가 보리밥 그렇게 해 가지고 가서 밭에 갔다 펴 놓고 먹는 거에요
그래머는 열뚜시두 요거는 아무도 업씨 그 지베 안 올라오먼 바테도 전시믈 해야 아주머니 해요 가 저 받 까서 머꾸	그러면 열 두시도 요거는 아무도 없이 그 집에 안 오라오면 밭에도 점심을 해야 해서 아주머니가 해요 가 저 밭 가서 먹고
그래 또 일하구 저녁때 또 네시 되머는 고 그 나제 점심 머거떵 거 남 남능 게 이따고	그래또 일하고 저녁 때 또 네 시가 되면 그 그 낮에 점심 때 먹었던 거 남 남은 게 있다고
그래 젤 조응 거 해 가주고 가지	그래 제일 좋은 거 해 가지고 가지
바비 한 서너 사라미 먼 여나홉 되먼 말게 하먼서 그륻 나무머는 한 반 그르씩 무레 마라 가주구 이래서 마껄리 머꾸 그래 참 머꾸 시방 빵이	밥이 한 서너 사람이면 여나홉 되면 말게하면서 그 남으면 한 반 그릇 씩 물에 말아 가지고 이래서 막걸리 먹고 그래 참을 먹고 지금은빵이
오후에는 젠노래를 언제쯤 멍나요	오후에는 젠노래를 언제쯤 먹나요
거 네 시	그 네 시
네 시요	네 시요
시방 모 빵 그차뇨 우유 전 만차네	지금은 뭐 빵 그찮아요 우유 많잖아
머 과자 꽈제 꽈제 머 차무로 뭐 이 사탕도 멍는 거 주고 이 이러지만 그때는 그 그저네 그그거만 가시기 제 아푸로	뭐 과자 과자 과자 뭐 참으로 뭐 이 사탕도 먹는 거 주고 이 이러지만 그때는 그 그전에 그 그거만 가시기 제 앞으로
가식	가식
으응 오저네 가시기고 오후엔 지금 모	으응 오전에 가시기고 오후엔 지금 뭐
가시기는 뭔가요	가시기는 뭔가요
가시기 에 칼로 가주 미능 뭐 뭐	가시기는 에 칼을 가지고 미는 뭐 뭐
요 홍투깨라 저 무쳐이써	요 홍두깨라 저 무쳤어
네 네 네	네 네 네
뭉쳐 가주구 콩까루 너쿠	뭉쳐 가지고 콩 가루 넣고
네 가시길 가틍거요	네 가시길 가튼 거요
그 저녀근 안 주나요	그 저녁은 안 주나요
다 안 줘요 꺼는	다 안 줘요 그거는
그 엔 그 옌나레 내려오는 얘기가 풍문 바라메 드른 거듣 얘기 아니구 실찌 내려오는 유래얘기를 내가 함 해드리까요	그 옛날에 내려오는 얘기가 풍문 바람에 들은 거 얘기 아니고 실제 내려오는 유래 얘기를 내가 한 번 해 드릴까요
예 그 조씀니다	아그 좋습니다
여기 뭐 전서리나	여기 워 전설이나
전설	전설
네 전서리나 그런 거뜰 네네	네 전설이나 그런 것들 네네
전설전서리 아주 오래된 저 전서리 지금 하며는 한 저 삼뱅 년 아네 저니래요	전설 예전설이 아주 오래 된 저 전설이 지금 하며는 한 저 삼백년 안에 전이래요
그래요	아 그래요
일백 오심년 고 새 전서린데	일백 오심년 그 사이 전설인데
해 주시면 조케씀니다 네네	해 주시면 좋겠습니다 네네
옌나레 그 아께 저네 그 그 정선 부자집 터 이 미테 이따 그래짜네요	옛날에 그 아까 전에그 그 정선 부자집 터 이 밑에 있다고 그랬잖아요
부자	부자
부자 정선 정선 가뿌터에 부테이 이써 집 인는데 거 지비 어뜨케서	부자 정선 정선 갑부터에 있어 집 있는데 그 집이 어떻게 해서
거기가 그 혿	거기가 그
아니 요구 요구 요구 내려가는	아니 요기 요기 요기 내려가는
풍초네 이씀니까	풍촌에 있습니까
아니 요구 내려 이벵메다래요	아니 요기 내려 래요
이뱅메다	아
가따 낭 내려가보먼 알꺼래요	가다 내려가보면 알거래요
그 인왕 전씨드리 그 사리 민 하고 미테 임금 왕인데 이 존소근 이러케 부스로 내 글미처럼  이런 터이 업써요	그 인왕 전씨들이 그 사람 인 하고 밑에 임금 왕인데 이 존속은 이렇게 붓으로 내 그림처럼 이런 터가 없어요
터이 산 이 산세가 조케 잘 드러와찌마는 이런 이런 터이 경상도나 절라도 어데 아프 아뻬널분 바다에 가서 산 이러케 터이 자펴 이씨면 요 큰 대지 터이람니다	터가 산 이 산세가 좋게 잘 들어 왔지마는 이런 이런 터가 경상도나 전라도 어디 앞에 넓은 바다에 가서 산 이렇게터가 잡혀 있으면 요 큰 대지 터랍니다 여이 옌나레 도승이가 자버따하는데 그때는 요래 내 왜 이래쓸꼬 이랟 이래니까 그러며는 거옌나레 거 호짜 준짜하는 그 전씨들 하라버지 내가 그 우리 요 살 쩌게는 칠 형제 칠악짜 아드리 칠 형제고 으 고 다멛 그 노짜함 이러버련는데  여기 옛날에 도승이가 잡았다 하는데 그때는 이렇게 내 왜 이랬을까 그러며는 옛날에 호 자 준 자 하는 그 전씨들 할아버지 내가 그 우리 여기 살 쩍에는 칠 형제 칠  아들이 칠 형제고 그 다음에 그  잃어버렸는데
네 전호준 하라버지	네 전호준 할아버지
호주니요	호준이요
범 호짜 준걸 준짠데	범 호 자 줄말 준 잔데
그 어떤 준 짬니까	그 어떤 준 자 입니까
저 준걸 준	저 준말 준
준말 준짜요 네네	준말 준 자요 네네
그런데 그 양바니 인제 그 아드리 전 교고 두 아드리 인제 주으니고 이래쓸 쫌 이꼬한 삼대어 사는데 옌날 그 옏 내려온 얘기가 심년 응 그 부자 그 내려가먼 잘 내러간다 그런데 삼대 내려가써 삼대	그런데 그 양반이 인제 그 아들이 전 교고 두 아들이 인제  이랬을 좀있고 한 삼대 사는데 옛날 그 옛 내려온 얘기가 십 년 응 그 부자 그 내려가면 잘 내려간다그런데 삼대 내려갔어 삼대
삼대를 내가고 거에 고조 고소니 나까드뇨 고손까지	삼대를 내려가고 거기에 고조 고손이났거든요 고손까지
고손	고손
고소니 멈니까	고손이 뭡니까
고손고손	아 고손고손
고손 아들 손자 징손 고손까지 낟 난 터이라고 그래 그런데 그 그부니 호짜준짜 양바니 인제정서네 인제 그 그 서울 가게보러 댕기고 이럴쩌게 아무 그리 조아도 서울 댕기면서 초시해떼 초시	고손 아들 손자 증손 고손까지 난 터라고 그래 그런데 그 그분이 호 자 준 자 양반이인제 정선에 인제 그 그 서울 가게 보러 다니고 이럴 적에 아무리 그렇게 좋아도 서울 다니면서초시했데 초시
초시는 딱 그 치를 바꼬 마란는데 그래도 인제 강능에 댕기면서 거게 인제 추리파고 댕기는데 거가 전 장구니라고 내 한 분 이써 전 장군	초시는 딱 그 치를 받고 말았는데 그래도 인제강릉에 다니면서 거기에 인제 출입하고 다니는데 거기에 전 장군이라고 한 분 있어 전 장군 전 장구닌데 그 전장구느는 여겓 이 어깨 미테 샐 참새이짜나 전 장군인데 그 전장구는 여기 이 어깨 밑에 새 참새 있잖아
참새 새 나래처럼 보닝기 여 터기 저 짤벌쩨 나떼 이거 양짜게	참새 새 날개처럼 보니까여 털이 저  났데 이거 양쪽에
그래서 저 쪼기 저 요 요 압싼 저기야	그래서 저쪽이 저 요 요 앞산 저기야
아빼이로 아뼝사니 나꺼드뇨	앞 쪽에 앞병산이 났거든요
욜 가성인데 아뼝사네 거기가서 나라가께찌	여기 가장자리인데 앞병산에 거기가서 날아 갔겠지
거기가서 그 장수 무를 머꼬 히물 내가지고 장사해떼	거기가서 그 장수 물을 먹고 힘을 내가지고 장사했데
그 새니미	그 새님이
새님	새님
재니미라 하지 인제	재님이라 하지 인제
장 장수 장수래도 인제 기운만 씨지 도는 업꺼든	장수 장수래도 인제 기운만 세지 돈은없거든
그래니까 그거 인제 일뚜 해주미서 장수 노르탄다 이기여	그러니까 그거 인제 일도 해주면서장수 노릇한다 이거야
그래 호짜 준짜에 하는 하라버지가 강능에 인제 장보러 간다 이기여	그래 호 자 준 자에 하는 할아버지가 강릉에 인제 장 보러 간다 이거야
강능에 강능 인제 하루치 인제 일 쫄까 하머는 이 사라미 그 이튼날 걸 가따 이기여	강릉에 강릉 인제 하루치 일을 하며는 이 사람이 그 이튿날 거기를 갔다 이거야
그리면 그 새니미이 사라마 자네 우째 이루 완는가 지베 이를 안 하고 이러니	그러면그 새님이이 사람아 자네 어떻게 이리로 왔는가 집에 일을 안 하고 이렇니
근데 샌니미 누군가요	근데 새님이 누군가요
새니미 바로 호짜 준짜 이 양바니조	새님이 바로 호 자 준 자 이 양반이죠
아아 이르믈 그 다르게 부르니 샌니미라고 부른건가요	아아 이름을 그 다르게 부른 것이 샌님이라고 부른건가요
응 그럼	응 그럼
옌나레 그레 불러꺼드뇨	옛날에 그렇게 불렀거든요
그러니까 제가 장도 보고 떠기 보고 소앋 아실갈	그러니까 제가 장도 보고 떡이 보고 아십니까
그러케 얘기하니까드루 금 떠글 머께	그렇게 얘기하니까 그럼 떡을 먹게
그래 떠글 그러니까두루 그 시방 모 보통 장에 가머는 마넌 이마넌 머거봐야 안 되게꺼든	그래 떡을 그러니까 그 지금 뭐 보통 장에 가면 만 원 이만 원 먹어봐야 안 되겠거든
그래 큰 말 떠글 딱 주무는 그 사라미 그 전 장구니 그걸 머꼬는 인제 또 지부로 온다 이기여	그래 큰 말떡을 딱 주며는 그 사람이 그 전 장군이 그걸 먹고는 인제 또 집으로 온다이거야
그래이머는 새님 너는 마를 타고 가니까 하루 가고 두 말 가다 자 자고 이려고 쉬지마는 이장 전 장구는 추끼레 강거야	그러면 새님 너는 마를 타고 가니까 하루 가고 두 말 가다 자고이러고 쉬지마는 이 전 장군은 축지해서 간거야
축찌에서	아 축지에서
또 주찌에서 하무는 후카먼 저 훙 나라가고 훙 날라가고 거 또 찌불하는데 꿩 두찌머 와보먼지베 와꺼든	또 축지해서 하며는 훅 하면 저 훅 날라가고 훅 날라가고 거 또 하는데  와보면 집에 왔거든
그날 하루는 땡 그 전 장 전 장구니 가마니 생가카니까드루 중 그 어디 가래 바꼴 중니미라고 이따요	그날 하루는 땡 그 전 장군이 가만히 생각하니까 중 그 어디 가래 밭골 중님이라고 있어요
왜 그때는 얘기가 시방 스 스니미라 하는데 가래 버꼴 중니미라고 해따고 중늠	왜 그때는얘기가 지금 스 스님이라 하는데 가래 밭골 중님이라고 했다고 중늠
가 가래 받	가 가래 밭
바꼴 중늠 중느미 우무카거드뇨	밭골 중늠 중늠이 우묵하거든요
우무캐 그래한다고	우묵해 그래한다고
중느미라고	중늠이라고
중니미라고 또 그래해따고	중님이라고 또 그렇게 했다고
그래 그때 중이 하도 어데 어데 준시 그 전 장군하고 씨름하로 온다는거여	그래 그때 중이하도 어디 어디  그 전 장군하고 씨름하러 온다는 거야
그래 전 장구니 가장 생가하니까드루 자기 키 자기가 장구느로써 드는 걸 몰 궤 두드리는 거는 기운 쎄지마는 마닐 불또로 하는 기술 하는 건 모타게꺼든	그래 전 장군이 가장 생각하니까 자기 자기가 장군으로써 드는 거 뭘 궤 두드리는 거는 기운 세지마는 만일 불도로 하는 기술하는 건 못하겠거든
불또 기술료	불도 기술요
응 고케 하는 그거슨 머시 중 한테는 스님한테는 모타게쓰니까 이 사라미 꾀를 내따구 장구니	응 그렇게 하는 그것은 중 한테는 스님 한테는 못 하겠으니까 이 사람이 꾀를 냈다구장군이 네 네
마당에 나가가지고 마당 마당에 나가주고 큰 돌 돌리쪼 통 통똘	마당에 나가가가지고 마당마당에 나가가지고 큰 돌돌 있죠 통 통돌 돌 큰 늠 아주 아른 돌미를 망치를 가지고 똑또또또독 깨서 그래 자꾸 손때를 올려 소늘 인제 반들반들 만드러돌 큰 놈 아주 알은 돌맹이를 망치를 가지고 똑또또또독 깨서 그래 자꾸 손때를 올려 손을 인제 반들반들 만들어
네 네	네 네
그래노코는 아무나 온다는 거 즉 그 전 장구니 지 집까비 생가기 나거든	그래 놓고는 아무나 온다는 거 즉 그 전 장군이 집값이 생각이 나거든
아이 그 내일 하먼 어딜 갈보꼬 중이 나하구 씨름하러 올꺼다	아이 그 내일 하면 어딜 갈보꼬 중이 나하고 씨름하러 올거다
생가글 하구는 젤 새니믈 보고 제 노려이 이쓰니 오늘 저는 어딜 좀 가야 되게씀니다	생각을 하고는  새님을 보고 제 요령이 있으니 오늘 저는 어디를 좀 가야 되겠습니다
왜 가래 바꼴 중이 씨름하러 옴니다	왜 가래 밭골 중이 씨름하러 옵니다
저하구 저 전 장구니라고 씨름하러 오며는 새님께서 우리 장구는 어디로 가따	저하고 저 전장군이라고 씨름하러 오며는 새님께서 우리 장구는 어디로 갔다
오늘 볼릴 보러 가따	오늘 볼일 보러 갔다
이래카시고 뭐하러 완냐 이러케 무러 보시고 그래먼 멀 할껴미다 그래써	이렇게 하시고 뭐하러 왔냐 이렇게 물어 보시고 그러면 뭘 할 겁니다 그랬어
그래 인제 장구는 가삐리고 인제 중이 그 이튼날 와따	그래 인제 장군은 가버리고 인제 중이 그 이튿날 왔다
언제 오니 그르 무르니까 전제 저 새님 하는 말쓰미 그리문 우리 장구는 어디 간는데 우째 오써씀니까	언제 오니 그렇게 물으니까 전제 저 새님 하는 말씀이 그러면 우리 장군은 어디 갔는데 어떻게 오셨습니까
아이 장구니 아이 기우니 쫌 그래가 내가 어디 가 씨름 한 번 겨루러 와씀미다	아이 장군이아이 기운이 쫌 그래서 내가 어디 가 씨름 한 번 겨루러 왔습니다
아이구 말두 마시오	아이구 말도 마시오
우리 전 장군 지금 씨 씨름 해바야 모따 한 테이니까 그냥 가시오	우리 전 장군 지금 씨름해 봐야 못할 테니까 그냥 가시오
그냥 가라니까드루기 안 되게꺼든	그냥 가라니까 안 되겠거든
그 보고 가야 한 번 보고 가야 된다고	그 보고 가야 한 번 보고 가야 된다고
그 보나마나 우리 장군 솜씨를 볼람미까	그 보나마나 우리 장군 솜씨를 볼랍니까
저 마당에 큰 동똘 저걸 마리여 우리 전 장구니 탁 드러다가 광주에 치뜨린다 이기야 확	저 마당에 큰 동돌 저걸 마리야 우리 전 장군이 탁 들어다가 광주에 치뜨린다 이거야 확
공처럼 확 치뜨러가지고서는 굴러와서 탁 때려 방는다 이기여	공처럼 확 치뜨러가지고서는 굴러와서 탁 때려 박는다 이거야
이제 해데가두씨리	이제
가마니 보니까드룯 중이 가마니 보니 그 씨니미거든 장구니	가만이 보니까 중이 가만이보니 그 스님이거든 장군이
가서 동 또러 가섣 딜라보니 땅띰두 안 하거든	가서 동 돌에 가서 들어보니 땅띰도 안 하거든
땅띰 안 한다 땅띰	땅띰 안 한다 땅띰
땅띠미라 이 이	땅띰이라 이 이
따 띰또 안 한다고요	아 땅띰도 안 한다고요
응 응 아난다 안 헌다 또리	응 응 안 한다 안 한다 돌이
