dialect	standard
아 그 무리 그러이 디려 끌른데거 세살 머근 아이가 부억 문터글 너머서 엄마 허구 드러오거든	아 그 물이 그렇게 들여 끓는데거 세 살 먹은 아이가 부엌 문턱을 넘어서 엄마 하고 들어오거든
그걸 그냥 그 아이 드러오는 걸 치마루다 이러이 싸선 가따 소테다 지버너쿠선 소댕 뚜껑 다꾸선그 여자는 혼미해서 쓰러지구 만 거지	그걸 그냥 그 아이 들어오는 걸 치마로 이렇게 싸선 갖다 솥에다 집어넣구선 솥뚜껑 닫고선그 여자는 혼미해서 쓰러지고 만 거지
게 언마 이따 이제 혼미해따 인제 정시니 드러 깨 깬는데	게 얼마 있따 이제 혼미했다 이제 정신이 들어 깨 깼는데
깨니 뭐 소단 저이 아드른 소다네 드러가 이스니 벌써 물크러저슬 꺼구	깨니 뭐 솥 안 제 아들은 솥 안에 들어가 있으니 벌써 뭉크러졌을 거고
그이 정시넙씨 그냥 안저 인는데그랜는데 뭐이 또 엄마 허곤 부어그루 드러와	정신없이 그냥 앉아 있는데그랬는데 뭐가 또 엄마 하곤 부엌으로 들어와
아 보니께는 지 아드리야 또 이거이 어떠게 된 거야	아 보니깐 제 아들이야 또 이게 어떻게 된 거야
아 아드른 소테 드러가서 지금 살마져 인는데 또아드리 드러오니	아 아들은 솥에 들어가서 지금 삶아져 있는데 또아들이 들어오니
아이 좌우간 어트게 되뜬지 껴안꾼 얼싸안꾸 울구불구 헌 거지	아이 좌우간 어떻게 됐던지 껴안곤 얼싸안고 울고불고 한 거지
그리먼 이 소데 드러간 건 뭐냐 마랴	그러면 이 솥에 들어간 건 뭐냔 말이야
게 소슬 열고 보이껜 그건 저이 아이가 아니라 큰 동자삼이란 마랴 인삼	게 솥을 열고 보니까 그건 저희 아이가 아니라 큰 동자삼이란 말이야 인삼
게 그 인사믈 가따 시어머니 주니껜그거 잡쑤꾼 뻘떡 이러나는 거지 뭐야	그게 그 인삼을 갖다 시어머니 주니까그거 잡숫곤 벌떡 일어나는 거지 뭐야
게 효시미 지그카며는 지성이 감처니라 이거야 정성이 지그가먼 하느리 감동헌대는 거야	그게 효심이 지극하면 지성이 감천이라 이거야 정성이 지극하면 하늘이 감동한다는 거야
겐 그 도사는 중은 중이 아이라 어느 산시니라	그 도사는 중은 중이 아니라 어느 산신이라
그 효시메 감동해서 그 아들며누리 그 효시메 감동되야서 나려와가지고 그 산사믈 내려다 준거야	그 효심에 감동해서 그 아들며느리 그 효심에 감동되어서 내려와가지고 그 산삼을 내려다준 거야
이런 효도가 이서 더 바랄 수 엄는 효 효시미지	이런 효도가 있어 더 바랄 수 없는 효 효심이지
자기 자식까지도	자기 자식까지도
그럼그거 뭐 삼 사민줄 알구 살만나 내내 아드린 줄 알구 살마찌	그럼그거 뭐 삼 삼인줄 알고 삶았나 내내 아들인 줄 알고 삶았지
더 자래야 하는데 엄마	더 잘해야 하는데 엄마
더 더 더해	더 더 더해
아우 이거 대가리가 그리믄 어뜨케 돼뜬지가네	아우 이거 대가리가 그림은 어떻게 됐든지 간에
이 번 바탕이 우리 태그끼야 이거이 요이요이 인제 괘는 그릴 꺼구	이 본 바탕이 우리 태극기야 이것이 요기요기 이제 괘는 그릴 거고
본 바탕이 힌새기야 아마 이건 다 알 꺼야	본 바탕이 흰 색이야 아마 이건 다 알 거야
힌 새근 평화를 평와를 유지하는 거거든 하얀 새근	흰 색은 평화를 평화를 유지하는 거거든 하얀 색은
그러키 때메 옌나레도 인제 전쟁을 허구 해도 이 항보컬 때는 배낄 하얀 기를 이 장대에 꼬꾸이 항보글 헌다 마랴	그렇기 때문에 옛날에도 이제 전쟁을 하고 해도 이 항복할 때는 백기를 하얀 기를 이 장대에꽂고 이 항복을 한단 말이야
그 항보컬 때는 나는 인젠 저스니껜 우리 평화롭게 잘 삽씨다 그 뜨시야 그거이	그 항복할 때는 나는 이제 졌으니까 우리 평화롭게 잘 삽시다 그 뜻이야 그게
힌새근 평와야	흰 색은 평화야
헌데 요거시 인제 요기 인제 태그기 요 요거슨 요거시 태그기야	헌데 요것이 이제 요기 이제 태극이 요 요것은 요것이 태극이야
요 하나 요러케 그려논 거이 요이 태그기야	요 하나 요렇게 그려논 게 요게 태극이야
아무거뚜 움는 거슬 무그기라구 해 무극	아무것도 없는 것을 무극이라고 해 무극
아무거 이거 이거 음는 거 백찌 이는 거슨 이거슨 무그기라구 해	아무거 이거 이거 없는 거 백지 있는 것은 이것은 무극이라고 해
아무거뚜 업따 마리지	아무것도 없다 말이지
헌데 요거이 딱 하나 나오먼 태그기야	헌데 요게 딱 하나 나오면 태극이야
태그긴데 이거 태그긴데 요 태그기 나오먼서 요기 요 딱 버러저	태극인데 이거 태극인데 요 태극이 나오면서 요기 요 따악 벌어져
우리 조서니 언마나 지금 세계에서 상등구기 뒌냐 하는 거슨 이 구끼에서버텀 나타나고 인는거야	우리 조선이 얼마나 지금 세계에서 상등이 됐냐 하는 것은 이 국기에서부터 나타나고 있는거야
아프로부터 봐	앞으로부터 봐
느이는 난 느이들 느이드리라구 해 나는 느이보군 뭐 학쌩들 허구 저네 내 손주딸 거치니께그냥 느이드리라구 해  너희는 난 너희들 너희들이라고 해 나는 너희보곤 뭐 학생들  하기 전에 내 손주딸 같으니까 그냥 너희들이라고 해느이 느이는 능이 볼 수 이서 이 하라버지 거튼 사라믄 보기 힘들지	
느이 느이는 능이 볼 수 이서 이 하라버지 거튼 사라믄 보기 힘들지	너희 너희는 능히 볼 수 있어 이 할아버지 같은 사람은 보기 힘들지
아프로 어떠케 돼 발쩐돼나가서 세계를 가따 한구게 자바 웅켜지고 지배하는가 마리지	앞으로 어떻게 돼 발전되어 나가서 세계를 갖다 한국에서 잡아 움켜쥐고 지배하는가 말이지
세계 상등구기야 상등이 뭐야 우쌍짜 아냐	세계 상등국이야 상등이 뭐야 윗 상 자 아냐
예에	예 예
제일 너픈 나라가 된다고 한구게서 제일 노픈 나라	제일 높은 나라가 된다고 한국에서 제일 높은 나라
지금 이런 얘기허먼 아유 저 하라버이 또 미친 소리 허네 이런 얘그한다고	지금 이런 얘기하면 아유 저 할아버지 또 미친 소리 하네 이런 얘기한다고
그러나 하라버지가 지금 메씸년 전아플 보구 얘길 허먼 미친노미지만 그 당시에는 마자	그러나 할아버지가 지금 몇십년 전앞을 보고 얘기를 하면 미친놈이지만 그 당시에는맞아
아 그 얘기가 증말 마잔네	아 그 얘기가 정말 맞았네
이걸 예를 드러서 얘기허까	이걸 예를 들어서 얘기할까
내가 한 삼사심년 저네  삼사심녀네는 무슨 얘길 핸냐면 이런 얘길 해서	내가 한 삼사십년 전에  삼사십년에는 무슨 얘길 했냐면 이런 얘길 했어
아프로는 굴뚜게서 연기 안 나고 바패먹고	앞으로는 굴뚝에서 연기 안 나고 밥해먹고
우리가 농사진는데 여기는 농사 저 아냐	우리가 농사 짓는데 여기는 농사 저 아냐
농사진는데 소니나 바레 물과 흐글 안 무치구 농사 진는다	농사 짓는데 손이나 발에 물과 흙을 안 묻히고 농사 짓는다
그때 하라버지가 어트게 몰련는 줄 아라	그때 할아버지가 어떻게 몰렸는 줄 알아
저 미친 사람 미친년 그 당시엔 하라부지가 이 상투 틀구 이뜨래따구	저 미친 사람 미친년 그 당시엔 할아버지가 이 상투 틀고 있더랬다고
저 미친 사람 미친 주른 이미 아라찌머는 저러케꺼지 미친 주른 몰라따 마리야	저 미친 사람 미친 줄은 이미 알았지만 저렇게까지 미친 줄은 몰랐다 말이야
아니 이 사라마	아니 이 사람아
아이 구 굴뚜게서 연기가 안 나먼 바블 무로 어트게 해머거	아이 굴 굴뚝에서 연기 안 나면 밥을 뭘로 어떻게 해먹어
그리고 우리가 농사진는데 아이 무레 드러가야지 흐글 발바야지	그리고 우리가 농사짓는데 아이 물에 들어가야지 흙을 밟아야지
소니나 바레 흐꽈 무를 안 무치고 어떠케 농사지어 마랴	손이나 발에 흙과 물을 안 묻히고 어떻게 농사지어 말이야
사람 증말 어유 미친 줄 아라찌만 보통 미친 거 아이네 저 크닐나꾸만 저 사람	사람 정말 어유 미친 줄 알았지만 보통 미친 거 아니네 저 큰일났구만 저 사람
아무말 모태서 아무말 모태서	아무 말 못했어 아무 말 못했어
근데 지금 와서 얘기하먼 마자	그런데 지금 와서 얘기하면 맞아
지금 굴뚝 인는 지비 어디가 이서	지금 굴뚝 있는 집이 어디가 있어
응 굴뚜기래는 너이 굴뚝 아냐 모르지	응 굴뚝이래는 너희 굴뚝 아냐 모르지
그저네 이러케	그 전에 이렇게
그러구 맨발루다 모 찌구 김 매구 그만	그리고 맨발로다 모 찌고 김 매고 그만
뭘허게 농사지는데 소니나 바레 무리 왜 무꾸 흐기 왜 무더	뭘 하게 농사짓는데 손이나 발에 물이 왜 묻고 흙이 왜 묻어
아 장와 여기 어디 쓰는 거 있지 장갑 여기꺼지 쓰는 거지	아 장화 여기 어디 쓰는 거 있지 장갑 여기까지 쓰는 거지어 물로네 드러가도 흐가나 무라나 안무치고 버스면 요러 요러 요러케 된다 마랴어 물논에 들어가도 흙 하나 물 하나 안 묻히고 버스면 요러 요렇게 된다 말이야
지금 애기허며는 마자	지금 얘기하면 맞아
허는데 지금 내가 얘기허는 건 아프로 멘 녀늘 압뚜구서 얘기하니껜 지금 또 드르먼 아유 하라버지정말 미천네 정 망녕 드런네	하는데 지금 내가 얘기한 건 앞으로 몇 년을 앞두고서 얘기하니까 지금 또 들으면 아유 할아버지정말 미쳤네
두구봐 틀림업따	두고 봐 틀림없다
그리머는 요 요거 인제 요건 힌새기구	그러면 요 요거 이제 요건 흰색이고
요 요 똥그랑이 태그긴데	요 요 동그라미가 태극인데
요기 두군데 따악 갈라논 거이 뭐냐 양이야 양이	요기 두 군데 따악 갈라놓은 게 뭐냐 양의야 양의
한문 쓰지 안쿠 내언문 한글루 쓰께	한문 쓰지 않고 내언문 한글로 쓸게
양의야 양이는 뭐냐 남자 여자  해와 달	양의야 양의는 뭐냐 남자 여자  해와 달
이거 오음냥이야 일본 구끼는 그냥 이런데 똥그란 거 하나 이찌	이거 오음양이야 일본 국기는 그냥 이런데 똥그란 거 하나 있지
요건 해야 해	이건 해야 해
일본 구끼두 이거 보통 구끼 아니야 해야 해	일본 국기도 이거 보통 국기 아니야 해야 해
근데 다른 나라 구끼드른 이러케 된다메 낭구이파리를 그려노코 요거 우리나라 구끼	그런데 다른 나라 국기들은 이렇게 된다며 나무이파리를 그려놓고 이거 우리나라 국기
또 줄 이러케 거노코 이거 우리나라 구끼	또 줄 이렇게 그어놓고 이거 우리나라 국기
만국기를 한번 헤처노코 봐바	만국기를 한번 헤쳐놓고 봐봐
참 우습끼가 하넙 뭐 벼 별 하나 이러 그려노코 우리나라 구끼 응	참 우습기가 한없 뭐 벼 별 하나 이렇게 그려놓고 우리나라 국기 응
이건 아이들 장난꺼리바께 안되는 거라 마랴	이건 아이들 장난거리밖에 안 되는 거란 말이야
오행 이치에 인는 건 요건 해야 해 일보는 해	오행 이치에 있는 건 이건 해야 해 일본은 해
핸데 해가 아유 영 시지	해인데 해가 아유 영 세지
일본놈드리 을마나 기우니 셔뜨래서	일본 놈들이 얼마나 기운이 셌더랬어
소 저러키니 러시아 소련도 가따	소 저렇게 러시아 소련도 갖다
저기 궁미낵교 일본 글만 밴는데 그저넨 조선말하머는 여기 한국말하머는 빼꾸 지베도 안 보내서그저네	저기 국민학교 일본 글만 배웠는데 그 전엔 조선말하면 여기 한국말하면 뺏구 집에도 안 보냈어그 전에
이 일보니 일러전쟁 이짜나	이 일본이 일러전쟁 있잖아
역사는 그 그거 정말 일러전쟁 소련하고 전쟁해서 소련 때려 부셔짜나	역사는 그 그거 정말 일러전쟁 소련하고 전쟁해서 소련 때려 부쉈잖아
중일전쟁해짜나 주 중국 중국 중국 때려 부셔짜나	중일전쟁했잖아 주 중국 중국 때려 부쉈잖아
그래가주구 나중엔 한구글 깔고누르는 거라 마리야	그래가지고 나중엔 한국을 깔고 누르는 거라 말이야
깔구 눌러 한구글 토대로 해가주군 세계로 뻐쳐나갈려구	깔고 눌러 한국을 토대로 해가지곤 세계로 뻗쳐 나가려고
근데 요 해 요건 해야 이게 일보니저번 그저께두 내가 교순데 해가 인제 동쪼게 불끈소까오를 때는 하루 죙일 날 그 기우늘 띠고 일 때 해에 태양에 히미란 게 엄청나다 마랴	그런데 요 해 요건 해야 이게 일본이저번 그저께도 내가 교순데 해가 이제 동쪽에 불끈솟아오를 때는 하루 종일 날 그 기운을 띠고 일 때 해의 태양의 힘이란 게 엄청나단 말이야
해찌먼 그 해가 떠와서 중간쯤 오먼 그 처음에 떠올른 기새기 다 업드러지군 그저 흐러 흐러  고개 끄떡끄떡	했지만 그 해가 떠 와서 중간쯤 오면 그 처음에 떠오른 기색이 다 없어지곤 그저 흘러 흘러고개 끄덕끄덕
그 서쪼그루 너머가게 되먼 이 해는 인저는 기운 다 이저버린 거야	그 서쪽으로 넘어가게 되면 이 해는 이제는 기운 다 잊어버린 거야
이제 일보는 힘 다 써서 인전 업써	이제 일본은 힘 다 썼어 이젠 없어
그 일보는 일보는 그러키 때메 기시가 등등해짜나	일본은 그렇기 때문에 기세가 등등했잖아
근데 그래두 세계 구끼 일케 드러보면 일본구끼만덤두 헌거이 엄는데	그런데 그래도 세계 국기 이렇게 들여다 보면 일본국기만한 게 없는데
우리나라 구끼는 하유 이거이 아프루 무긍무지너게 기냥 씨뻘 뻘쳐나가는 기세라 마리야	우리나라 국기는 하유 이게 앞으로 무궁무진하게 그냥 시뻘 뻗쳐나가는 기세라 말이야
게 요거슨 여긴 홍 여긴 청 홍청 아냐	그러니 요것은 여긴 홍 여긴 청 홍청 아냐
빨간 건 양 파란 거 음	빨간 건 양 파란 거 음
이러케 뒌는데 왜 삼팔써니 갈라전냐	이렇게 되어 있는데 왜 삼팔선이 갈라졌냐
이상허지 이거이 우리 조서닌데 구끼가 갈라저서	이상하지 이게 우리 조선인데 국기가 갈라졌어
어 구끼가 여기 이러 그믈 딱 거놔서	어 국기가 여기 이렇게 금을 딱 그어 놨어
으먕이야	음양이야
이부기남 여기서 이 이 구끼에서두 이 주를 딱 처노코 이러케 갈라	이북이남 여기서 이 국기에서도 이 줄을 딱 쳐놓고 이렇게 갈라
근데 이걸 어디다 그려중가니야 중간 중가네서 다 그려놔서	그런데 이걸 어디다 그려중간이야 중간 중간에서 다 그려놨어
이거 이건 어차피 헐 쑤 웁씨 천지대세서 한구글 가따 얘기해짜나	이거 이건 어차피 할 수 없이 천지대세에서 한국을 갖다얘기했잖아
음녁 양녀근 삼뱅육씨보일 음녀근 이백구십 구십칠 파릴 메뿐 이백오십또 부니 허구 핸데요거슬 통터르면 삼뱅육씹	음력 양력은 삼백육십오일 음력은 이백구십 구십칠 팔일 몇분 이백오십 도 분의 일하고한데 요것을 통틀면 삼백육십
음녁 양녀글 통터러서 갈르며는 삼뱅육씨비다	음력 양력을 통틀어서 가르면 삼백육십이다
삼뱅육시빈데 지금 지구가 어드러케 생견냐	삼백육십인데 지금 지구가 어떻게 생겼냐
지구가 이 타워녕으로 생겨가지고 지추기 여기서 이러케 생겨다 마리야	지구가 이 타원형으로 생겨가지고 지축이 여기서 이렇게 생겼단 말이야
요거시 지추기 요러케 서스머는 똑바로 서스머는 삼뱅육씨비 되는데 지추기 삐따커니 지금 이사람들 뭐 학쌩들 보고 이런 얘기허긴 선생 아페서 문자 쓰는 거네 내가	요것이 지축이 요렇게 섰으면 똑바로 섰으면 삼백육십이 되는데 지축이 삐딱허니 지금 이사람들 뭐 학생들 보고 이런 얘기하긴 선생 앞에서 문자 쓰는 거네 내가
지구가 지금 타워령이란 마랴	지구가 지금 타원형이란 말이야
핸데 그 지추기래는 건 지구를 가따 아까 이 지구 지블 허먼 성주와 마찬가지루 그 성주 제 지추글바루잡는 거이 지추기 이 삐따카게 서따 마리지	헌데 그 지축이라는 건 지구를 갖다 아까 이 지구 집으로 하면 성주와 마찬가지로 그 성주제 지축을 바로잡는 게 지축이 이 삐딱하게 섰단 말이지
게 지구가 지추글 위애서 이제 빙빙빙빙 수뇌를 허는데 삐따커게 슨겐 삐따커게 도니껜 음녁과양녀근 거기서 차이가 진다 마리야	게 지구가 지축을 위해서 이제 빙빙빙빙 순회를 하는데 삐딱하게 서니까 삐딱하게 도니까 음력과양력은 거기에서 차이가 진단 말이야
게 지금 얘기하는 건 뭐냐믄 아프론 이 삐따카게 슨 지추기 바루 슨다 이거야 딱빠루	게 지금 얘기하는 건 뭐냐면 앞으로는 이 빠딱하게 선 지축이 바로 선다 이거야 똑바로
똑빠루 서게 되며는 일려는 사 삼뱅육씨빌	똑바로 서게 되면 일년은 사 삼백육십일
음녁 양녀기 웁씨 삼뱅육씨빌	음력 양력이 없이 삼백육십일
그땐 뭐시 되냐 동쪼게서 해 뜨고 서쪼게 해가 지먼 바로 동쪼게서 다리 쪼차 올라오는	그땐 무엇이 되냐 동쪽에서 해 뜨고 서쪽에 해가 지면 바로 동쪽에서 달이 쫓아 올라오는
해 또 달 지먼 해가 뜨구 이러케 된대는 거야	해 또 달 지면 해가 뜨고 이렇게 된다는 거야
이거슬 지금 누가 누가 미더	이것을 지금 누가 누가 믿어
이런 얘기먼 또 미쳐따고 하지	이런 얘기면 또 미쳤다고 하지
미처따구 허는데 아니 증거가 여기 테레비에 나와	미쳤다고 하는데 아니 증거가 여기 텔레비전에 나와
너이 저이 인천서우른 그거이 안나 안나올 꺼야	너희 저 인천 서울은 그게 안 나 안 나올 거야
여기서는 시보방송이나본데 시보방송이서 맨날 이 얘기 한다 이거	여기서는 십오 번 방송이나본데 십오 번 방송에서 맨날 이 얘기 한다 이거
지추기 바루 슴니다 바루 슴니다	지축이 바로 섭니다 바로 섭니다
바루 스먼 삼뱅육씨비 된다 마리야	바로 서면 삼백육십이 된다 말이야
밤낟 여기서는 너이 고구초네 가서 자먼서 테레비 보머는 시보 채널 시보 한 번 트러봐	밤낮 여기서는 너희 고구촌에 가서 자면서 텔레비전 보면 십오 채널 십오 한 번 틀어봐
지금 여기 틀먼 지금두 나와	지금 여기 틀면 지금도 나와
고 고기서 나오며는 증산도랜 교에서 나와	거 거기서 나오면 증산도라는 교에서 나와
아이 그 테레비에 공개되는 건 버베 저초기 안 되니껜 공개하는 거 아냐 그니까 나와	아이 그 텔레비전에 공개되는 건 법에 저촉이 안 되니까 공개하는 거 아냐 그러니까 나와
그 그 사람들 얘기를 바루 내가 얘기하는 거 지추기 바루 슨다	그 그 사람들 얘기를 바로 내가 얘기하는 거 지축이 바로 선다
바로 스며는 그땐 음양이 또까따	바로 서면 그땐 음양이 똑같다
근데 지금 태그끼 얘기하다 이러이 된는데	그런데 지금 태극기 얘기하다가 이렇게 됐는데
요거 이제 으먕으루 갈라젼는데	요거 이제 음양으로 갈라졌는데
돼따마랴 근데 워니 이거 팔괘야 팔괘 여덜깨야	됐단 말야 그런데 원이 팔괘야 팔괘 여덟개야
이건 건 곤 이 감 건 곤 감 감 이 허자나	이건 건 곤 이 감 건곤감 감이 하잖아
느이 이거 이건 알자나	너희 이거 이건 알잖아
그르먼 이거이 무어냐 거는 뭐냐 고는 뭐고	그러면 이게 뭐냐 건은 뭐냐 곤은 뭐고
요건 하눌 요건 땅 요건 아버지 어머니 요건 양 음	요건 하늘 요건 땅 요건 아버지 어머니 요건 양 음
요건 그러먼 요건 뭐냐 해 이건 달	요건 그러면 요건 뭐냐 해 이건 달
근데 이 괘래는 거이 그렁거야	그런데 이 괘라는 것이 그런 거야
양은 양이래는 건 이 쭉 하나 겅 거이 요거 양이고그래 요건 하나는 양으루 가	양은 양이라는 건 이 쭉 하나 그은 게 요것이 양이고그래 요거 하나는 양으로 가
근데 둘 허먼 요러케 가요건 하나 요건 두리야	그런데 둘 하면 요렇게 가요건 하나 요건 둘이야
금 왜 양으미게	그럼 왜 양음이게
으 으먕 얘기 할려머는 내 저번날 저 교순님 너이들 귀 귀 마가 핸데	음 음양 얘기 하려면 내 저번날 저 교수님이 너희들 귀 귀 막아 했는데
에이 나 그 얘기꺼진 아내준다 그러구 마라찌만	에이 나 그 얘기까진 안해준다 그러고 말았지만
으먕을 얘기허먼 사라메 비춰서 얘길 해야 얼릉 아라	음양을 얘기하면 사람에 비춰서 얘기를 해야 얼른 알아
겐 한 번 이야해신겐 내 고대로 얘기해	그게 한 번 이야기했으니까 내 그대로 얘기할게
천지 아까 내가 얘기허지만 사라믄 천지에 대표무리다	천지 아까 내가 얘기했지만 사람은 천지의 대표물이다
천지 이 이치는 몰라도 이 천지 이치를 알려머는 사라메 모메다가서 비춰보먼 모든 게 안다마리야	천지 이치는 몰라도 이 천지 이치를 알려면 사람의 몸에다가 비춰 보면 모든 걸 안단 말이야
해짜나 그이 요거는 쪽쪽 뻐치니겐 요건 양이야	했잖아 그러니 요거는 쪽쪽 뻗치니까 요건 양이야
양을 가따 건 거는 하눌 아버지	양을 갖다 건 건은 하늘 아버지
요건 전부 갈라져서 요거 세시 다 갈라져짜나	요건 전부 갈라졌어 요거 셋이 다 갈라졌잖아이 땅 어머니 음땅 어머니 음
게 아버지 어머니 하늘과 땅 야 음양 으먕	게 아버지 어머니 하늘과 땅 야 음양 음양
그면 여긴 뭐냐	그러면 여긴 뭐냐
이건 해 해는 왜 왜 여그 중가니 비언냐	이건 해 해는 왜 왜 여기 중간이 비었냐
해를 처다봐 해 소근 부 누니 부셔서 해 소글 드려다 보지 모태 그르치	해를 쳐다봐 해 속은 부 눈이 부셔서 해 속을 들여다 보지 못해 그렇지
해에 해 소게는 아주 그냥 말꾸 고고헌데 해쏘글 드려다 보래먼 해쏘게 무어 인는지 뵈질 아나	해에 해 속은 아주 그냥 맑고 고고한데 해 속을 들여다 보려면 해 속에 뭐가 있는지 보이질않아
그건 으미 드러이끼 때메야	그건 음이 들어있기 때문이야
으미 드러이끼 때메 해소근 드려다보지 모태	음이 들어있기 때문에 해 속은 들여다보지 못해
다르 다를 한 번 봐바 달은 자체가 으미거든	달을 달을 한 번 봐봐 달은 자체가 음이거든
으민데 달까운덴 양이 이서	음인데 달 가운데엔 양이 있어
달까운덴 양이 이 처다보면 게수나무가 나오지	달 가운데엔 양이 이 쳐다보면 계수나무가 나오지
그거 또려타게 뵈거든 다른 붸	그거 또렷하게 보이거든 달은 보여
그건 왜 봬냐	그건 왜 보이냐
으메 으메는 양 끼우니 이끼 때메	음에 음에는 양 기운이 있기 때문에
양끼운 때메 다른 저 보먼 살 소기 다 베지만 해 쏘겐 으미 이끼 때메 해쏘근 뵈질 안는 거야	양 기운 때문에 달은 저 보면 살속이 다 보이지만 해 속엔 음이 있기 때문에 해 속은 보이질않는 거야
건 어니나라 구끼 치구 이런 천지에 이치를 포아먼 구끼를 가진 나라가 어디 인냐	어느 나라 국기 치고 이런 천지의 이치를 포함한 국기를 가진 나라가 어디 있냐
이건 하라버지 혼자 판단한 거야 누구에게 배운 거뚜 아니고 누구에게 이 헌 거뚜 아니구	이건 할아버지 혼자 판단한 거야 누구에게 배운 것도 아니고 누구에게 이 헌 것도 아니고
어디 가든지 하라버진 이 얘길 해	어디 가든지 할아버지는 이 얘기를 해
아프로 우리 한구기 한구기 세계를 지배한다 상등국 댄다	앞으로 우리 한국이 한국이 세계를 지배한다 상등국 된다
그건 뭐루아냐	그건 뭐로 아냐
구끼를 한 번 헤쳐노코 봐라	국기를 한 번 헤쳐놓고 봐라
구끼래는 건 그 나라에 상징이야 그 나랄 표시허는 거야 그 나라의 얼구리야	국기라는 건 그 나라의 상징이야 그 나라를 표시하는 거야 그 나라의 얼굴이야
그리먼 아까 얘기한 대루 어드런 나라는 그냥 낭구이파리 하나 그리고 요거 우리 구끼	그러면 아까 얘기한 대로 어떤 나라는 그냥 나뭇잎 하나 그리고 요거 우리 국기
하나 이러 쭉 거노코 우리나라 구끼	하나 이렇게 죽 그어 놓고 우리나라 국기
이거이 무어 무어 구낀지 뭔지 그리믈 그려논 건지 하등 몰라	이게 뭐 뭐 국기인지 뭔지 그림을 그려놓은 건지 하등 몰라
그나 우리나라 구 이 태그끼 만쿠믄 완저이 뚜려터게 천지 이치를 묘 포함되구 이따 마리지	그러나 우리나라 구 이 태극기만큼은 완전히 뚜렷하게 천지 이치를 묘 포함되고 있단 말이지
근데 왜 왜 그러케 되냐	그런데 왜 왜 그렇게 되냐
우리나라가 왜 그러케 소 소꾸기 되구 약쏘구까가 뒌냐	우리나라가 왜 그렇게 소 속국이 되고 약소국가가 됐냐
그거뚜 저 교수님헌테 이야기 핸네 음냥이야기	그것도 저 교수님한테 이야기했네 음양이야기
선처네는 남자 양이 셔가지고 여자는 그냥 응 거 남자들 사 사추리 미테 고게 드리 드리미러노쿤네네 잘모태씀니다	선천에는 남자 양이 세가지고 여자는 그냥 응 거 남자들 사추리 밑에 고개 들이 들이밀어놓곤네네 잘못했습니다
그러케 해두 마 나가 그러면 보따리 싸가주구 나가야 돼구	그렇게 해도 마 나가 그러면 보따리 싸가지고 나가야 되고
마 예편네 그냥 두구두 첩 뭐 일처 이처비야	마 여편네 그냥 두고도 첩 일처 이첩이야
첩 하나 둘 드리먼 보통이구	첩 하나 둘 들이면 보통이고
남자 권세가 그러케 시 세다구 해지 아나서	남자 권세가 그렇게 세 세다고 하지 않았어
근데 우리나라 우리나라는 자체가 동쪼게서 양이야	그런데 우리나라 우리나라 자체가 동쪽에서 양이야
우리나라 위치가 양인데 양 양 중에 유으미야 달 다러구 또까태	우리나라 위치가 양인데 양 중에 음이 있어 달 달하고 똑같아
해 해서 구 구바글 바다 오다 아프론 후천 해원 시대가 돼	해 해서 구박을 받아 오다가 앞으로는 후천 해원 시대가 돼
해원 워늘 푸러야지대	해원 원을 풀어야지 돼
워늘 푸는데 뭐세서 풀기 시자캔냐	원을 푸는데 무엇에서 풀기 시작했냐
욘님금 욘님금 순님금 허먼 느이드리 그 역싸에 욘님금 순님그미 나오는지 안나오는지 모르가따	요임금 요임금 순임금 하면 너희들 그 역사에 요임금 순임금이 나오는지 안 나오는지 모르겠다
에 보키씨 무 보키 보키씨 무놩씨 그거뚜 아는지 모르가뜨만	에 복희씨 무 복희 복희씨 문왕씨 그것도 아는지 모르겠지만
요 요 욘 욘님그미야 게 이 살기 조 조을 때가 요 욘님금 시저리 질 조아때	요 요 요임금이야 그게 이 살기 좋을 때가 요임금 시절이 제일 좋았대
아주 차카고 서난 사라믄저 사라믄 요순쩍 백썽이야	아주 착하고 선한 사람은저 사람은 요순적 백성이야
이제 그까 지금두 이따구	이제 그러니까 지금도 있다고
저 사라믄 요순쩍 백썽이야	저 사라믄 요순적 백성이야
그러는데 그때는 사라미	그러는데 그 때는 사람이
요 욘닝그미 욘닝그메 아드리 단주야 단주	요 요임금이 요임금의 아들이 단주야 단주
단준데 옌나레는지금 지금두 이부게선 기밀썽이가 김정이레게 정권 아양애주고 뭐 저 정뭐야 정이리 아드리 무슨 정 뭐시냐 그이 그놈께 또 또 그놈께 다시 저 정궈늘 이양시키니	단주인데 옛날에는지금 지금도 이북에선 김일성이가 김정일에게 정권 이양해주고 뭐저 정 뭐야 정일이 아들이 무슨 정 뭐시냐 그 그놈에게 또 또 그놈에게 다시 저 정권을 이양시키니
예저네는 그대로 게승이야 임그메 아드른 임금	예전에는 그대로 계승이야 임금의 아들은 임금
핸는데 욘님그미 단 아드리 아들 이르미 단준데 당여니 단주에게 될 임금 자리를 통치꿔늘넴겨 줘야되는데 아드레게다 안 줘서 통치꿔늘	했는데 요임금이 단 아들이 아들 이름이 단주인데 당연히 단주에게 될 임금 자리를 통치권을넘겨줘야 되는데 아들에게 안 줬어 통치권을
안 주구 아드레겐 뭘 줜냐 배둑판 지금 배둑 뚜는 거 이짜나	안 주고 아들에겐 뭘 줬냐 바둑판 지금 바둑 두는 거 있잖아
