dialect	standard
얼신이 사기를 당해 가이고 하루아침에 질가람에 나앉았다 카대	어르신이 사기를 당해 가지고 하루아침에 길거리에 나앉았다고 하대
질거리로 가다 보이께네 외딴집이 한나 보이디더	길거리로 가다 보니까 외딴집이 하나 보입디다
질거밥이래도 묵고 빨리 핵고 가라	뜸이 덜 든 밥이라도 먹고 빨리 학교 가라
자는 술만 마시모 질거지가 가관이다라	쟤는 술만 마시면 행동거지가 가관이더라
지넉 찬에 질곰 좀 문치라	저녁 찬에 콩나물 좀 무쳐라
우리 동네에서느 질구통은 나무로만 맨들어	우리 동네에서는 절구통은 나무로만 만들어
질나이 하나가 초다디기 열보다 낫다	숙련공 하나가 초짜 열보다 낫다
작년 저욹에는 온 동네거 질눈에 빠져서 오도 가도 못 했아	작년 겨울에는 온 동네가 길눈에 빠져서 오도 가도 못 했어
콩너물이 많이 질었네	콩나물이 많이 자랐네
머스마가 머리르 질따랗게 질구니 뵈기 싫다	사내아이가 머리를 기다랗게 기르니 보기 싫다
청국장은 질뚜가리에 끓이모 맛이 좋다	청국장은 질그릇으로 만든 뚝배기에 끓이면 맛이 좋다
야는 뭔 일이든 질래두룩 못해	얘는 뭔 일이든 오래도록 못해
저쪽 고개는 질마고개라 넘기 힘드니께 돌아서 가셔유	저쪽 고개는 길마처럼 경사가 급한 고개라 넘기 힘드니까 돌아서 가세요
질마재를 넘을 때는 쥘목이 필요하니께 꼭 가져가셔유	길마처럼 경사가 급한 고개를 넘을 때는 손에 잡기 편하도록 만들어진 나무가 필요하니까 꼭 가져가세요
질매가지로 씨는 나무는 에릴 때버터 굽어야 된다	소나 말 따위의 등에 얹는 길마의 굽은 가지 쓰는 나무는 어릴 때부터 굽어야 된다
농사일이 끝나모 머슴들에게 질먹이르 해 주는 기 좋아	농사일이 끝나면 머슴들에게 농사일을 마친 일꾼들에게 음식을 준비하여 먹이는 일을 해 주는 게 좋아
한참 바뿐디 차꼬 질분질분 건등께 부애가 난다	한참 바쁜데 자꾸 집적집적 건드리니까 부아가 난다
나는 사람 만헌 디는 시끄러와서 영 질삭이여	나는 사람 많은 데는 시끄러워서 영 질색이야
질새요강 없이머 하나 사 온나	길요강 없으면 하나 사 오너라
얼구리가 질쑥한 기 살이 마이 빠졌나	얼굴이 길쭉한 게 살이 많이 빠졌니
질쭈막한 끈으 하나 찾어봐라	길쯔막한 끈을 하나 찾아봐라
뱁이 질크덩허니 맛이 없어라우	밥이 질커덕해서 맛이 없어요
질화리에 불씨가 안즉 남어 있나	질화로에 불씨가 아직 남아 있니
차 댕기는 짉을 건넬 적에는 무조건 조심해라	차 다니는 길을 건널 적에는 무조건 조심해라
배가 괴기를 하빡 싫은 거맹이로 짐들었네	배가 고기를 매우 많이 실은 것처럼 어느 정도 가라앉았네
시장 갈 때는 짐빠리를 가지가그라	시장 갈 때는 큰 짐받이를 단 자전거를 가져가거라
오늘은 짐쳇국 묵고 잡다잉	오늘은 김칫국 먹고 싶구나
짐장할 짐칫속은 다 준비했나	김장할 김칫소는 다 준비했니
집산적은 묘사에는 안 쓴다 카더라	밀가루를 입혀 구운 산적은 묘사에는 안 쓴다고 하더라
지비가 집새끼를 짠뜩 낳았어라우	제비가 제비 새끼를 잔뜩 낳았어요
집손구락을 뼈서 엄청 아퍼유	집게손가락을 삐어서 엄청 아파요
집장을 잘 잡고서는 써리질로 해라	써레의 손잡이를 잘 잡고서는 써레질을 해라
집지끼미가 우리 집을 지킨다 카더라	성주신이 우리 집을 지킨다고 하더라
맴이 바뻐 갖고 빨리 갈락 허다가 발 집질리믄 어짤라고 그런다냐	마음이 바빠 가지고 빨리 가려고 하다가 발 겹질르면 어쩌려고 그런다니
목줄이 가지 목으 너머 짓눌루지는 않나	목줄이 강아지 목을 너무 짓누르지는 않니
밤새두룩 개가 짓어서 잠을 몬 잤다	밤새도록 개가 짖어서 잠을 못 잤다
낫이 짓베물과져 일하기 힘드니 베름간 좀 다녀와라	낫이 무디어져 일하기 힘드니 대장간 좀 다녀와라
하이고 짓인밧을 언제 다 매끄나	아이고 잡초가 무성한 밭을 언제 다 맬거나
짓잎은 겨울철 별미지유	배춧잎이나 무청을 소금으로만 간을 하여 익힌 김치는 겨울철 별미지요
옛날이는 먹던 짐치에 짓잎국만 먹어도 맛있었는디	옛날에는 먹던 김치에 절인 배춧잎이나 무청을 삭혀서 끓인 국만 먹어도 맛있었는데
예전이는 짓잎죽만 끓여 먹어두 좋았는디	예전에는 절인 배춧잎이나 무청을 삭혀서 끓인 죽만 끓여 먹어두 좋았는데
징개를 잘 시와 나야 삼이 따아 안 떨어지지	삼 가닥이 땅에 떨어지지 않도록 삼을 걸칠 수 있게 만든 끝이 갈라진 기둥을 잘 세워 놔야 삼이 땅에 안 떨어지지
식구덜이 징군 짐이어도 내가 가장인디 이게야지라우	식구들이 지운 짐이어도 내가 가장인데 이겨야지요
아이고 비가 징그릅게도 내려 부네	아이고 비가 징그럽게도 내리네
고걸 못 믿으먼 니가 징멩을 해 보니라	그걸 못 믿으면 네가 증명을 해 보아라
으사도 이런 징수는 첨 본 거라고 허드라고	의사도 이런 증세는 처음 본 거라고 하더라고
아이고 이 징스란 놈	아이고 이 징그러운 녀석
징이미를 입고 배껕에 나가라	도복과 비슷하게 생긴 외출복을 입고 바깥에 나가라
배껕에 나가 놀 때 징임 입고 가거라	바깥에 나가 놀 때 도복과 비슷하게 생긴 외출복 입고 가거라
이놈우 징징헌 무좀은 어째야 낫으께라우	이놈의 지긋지긋한 무좀은 어떻게 해야 나을까요
닥 잡는 것은 징히서 못 보겄다	닭 잡는 것은 증해서 못 보겠다
짚거무적이 온 집에 한나 차서 날마동 칠라니 송신나네야	부검지가 온 집에 가득 차서 날마다 치우려니 지긋지긋하네
엣날에는 짚내래키 뽑아다가 밀짚모자도 맨들고 안 그랬나	옛날에는 짚홰기 뽑아다가 밀짚모자도 만들고 안 그랬니
군대에 가 보니 어무이가 제일 보고 짚더라	군대에 가 보니 어머니가 제일 보고 싶더라
놀 직에 집베늘 아래서 노믄 큰일 낭께 조심해라와	놀 적에 짚가리 아래서 놀면 큰일 나니까 조심해라
너머 바다 짚숙이 들어가지 말구 얕은 데서 놀아	너무 바다 깊숙이 들어가지 말고 얕은 데서 놀아
짚신재이는 오새 우리 마실로 자주 안 오네	짚신을 팔러 다니는 사람은 요새 우리 마을로 자주 안 오네
니는 짚신쟁이가 어떤 빌인가 아나	너는 견우성이 어떤 별인지 아니
덤 알로 갈수록 물이 점점 더 짚어진다	바위 아래로 갈수록 물이 점점 더 밑에서 위까지의 길이가 길게 된다
짚테미 우에 앉지 말어유	짚단을 여러 개 쌓아 놓은 더미 위에 앉지 말아요
여그 있는 짚토메를 쩌짝으로 다 욂게 놔라	여기 있는 다발로 묶어 놓은 짚을 저쪽으로 다 옮겨 놔라
짚티미를 깔구 앉아 있유	짚단을 여러 개 쌓아 놓은 더미를 깔고 앉아 있어요
왜 해필 먼 짜럴 택해서 가노	왜 해필 먼 쪽을 택해서 가니
저 큰 돌으 짜갈라사 산에다 버레라	저 큰 돌을 짜개서 산에다 버려라
낭그도 절을 잘 알아서 쫘야 잘 짜갈라지지	나무도 결을 잘 알아서 쫘야 잘 짜개지지
수박이 잘 익었는지 쩍 하고 짜갈러지네	수박이 잘 익었는지 쩍 하고 짜개지네
배깥양반이 욕심대로 먹다가 짜구났능가 약 사 도라고 허등만	바깥양반이 욕심대로 먹다가 탈이 났는지 약 사 달라고 하더구만
짜굿대나무에 꽃이 피먼 얼매나 이쁜가 몰라	자귀나무에 꽃이 피면 얼마나 예쁜가 몰라
멜겁시 서 있는 집을 짜글치고 있네	공연히 서 있는 집을 무너뜨리고 있네
초등학교 학생 수럴 짜꾸 쭐인다 캐요	초등학교 학생 수를 자꾸 줄인다고 해요
아이고 짜더러 올개는 열매가 많지 않네	아이고 그다지 올해는 열매가 많지 않네
요즘은 꽁당보리밥 묵는 사람이 짜더리 많지 않다	요즘은 꽁보리밥 먹는 사람이 그다지 많지 않다
비싸기만 하고 짜드라 맛은 엄써	비싸기만 하고 그다지 맛은 없어
자기 자식이라도 함부로 짜드모 못쓴다	자기 자식이라도 함부로 때리면 사람이 못쓴다
올해도 짜락비가 오믄 큰일이라우	올해도 오랜 시간 동안 많은 양의 비가 오면 큰일이에요
고추는 짜로한 기 더 매급다	고추는 짜름한 게 더 맵다
갈치랑 무시랑 옇고 물 짬 붓어서 짜박짜박하게 해서 지져 묵어 봐	갈치랑 무랑 넣고 물 좀 부어서 겨우 잠길 정도로 해서 지져 먹어 봐
이거 오늘만 짜배이가	이게 오늘만 공짜니
누거 이 냄비르 이러 짜불띠렜나	누가 이 냄비를 이렇게 짜부라뜨렸니
이우지 새각시 집은 살림살이가 짜시락하데예	이웃 새색시 집은 살림살이가 자잘하데요
워째 대답은 허들 않고 고개만 짜우당짜우당헌당가	어찌 대답은 하지 않고 고개만 갸우뚱갸우땅하는가
배가 한쪽으로 짜울아진다	배가 한쪽으로 기울어진다
얼척도 없이 즈그들끼리 짜웅얼 했는가비다	어이도 없이 자기들끼리 짬짜미를 했나 보다
짜칫하면 아들 없다고 트집을 잡는당개	걸핏하면 아들 없다고 트집을 잡는다니까
그 엄니가 짝잘허니 독살시롭게 자석들 공부를 시깄지라	그 어머니가 심하게 독살스럽게 자식들 공부를 시켰지요
지게 벗어 놓고 짝지는 그 옆에다가 세아 나라	지게 벗어 놓고 지겟작대기는 그 옆에다가 세워 놓아라
지게를 질 때 짝지를 짚으모 훨씬 걷기가 펜하다	지게를 질 때 작대기를 짚으면 훨씬 걷기가 편하다
너머 어두와서 짝짜구보선으 신구두 몰렀잖소	너무 어두워서 짝버선을 신고도 몰랐잖소
짝짝 양발이여 갖고 신 벗기가 싫당께	짝짝이 양말이라서 신 벗기가 싫다니까
짠대기는 봉숭 입힐 때 마이 쓰지	잔디는 봉분 입힐 때 많이 쓰지
짠드럭거리지 말어라 꼭 그러드라구요	자부락거리지 마라 꼭 그러더라고요
짠드박에 앉을라문 종우럴 깔고 앙거라잉	잔디밭에 앉으려면 종이를 깔고 앉아라
줄으 단디이 짠매라	줄을 단단히 잡아매라
짤래비들이 항거 떠 있는 거 보이까네 가슬이긴 가슬인 기라	잠자리들이 많이 떠 있는 거 보니까 가을이긴 가을인 거야
가는 허리가 짤룩허리라가 멀 입어도 태가 난다 아이가	걔는 허리가 잔허리라서 뭘 입어도 태가 나잖아
거는 멀어가 내 손이 안 짤린다	거는 멀어서 내 손이 안 닿는다
냄비에 물을 짤박짤박 붓으먼 되지라우	냄비에 물을 물체가 겨우 잠길 정도로 부으면 되지요
자는 다리를 다체서 짤쑥짤쑥 걷는다	쟤는 다리를 다쳐서 쩔뚝쩔뚝 걷는다
지 입장도 짬 생각해 주씨요	제 입장도 좀 생각해 주세요
보게는 아주 차급게 생겐데 상대해 보믄 딴판으로 짬만해	보기에는 아주 차갑게 생겼는데 상대해 보면 딴판으로 만만해
작다고 짬짬하게 봤다가 큰일 나겠다	작다고 만만하게 봤다가 큰일 나겠다
짭주제를 잡고 씨아를 돌레 씨를 빼라	씨아손을 잡고 씨아를 돌려 씨를 빼라
그 엿장시가 짭짭허먼 한 번썩 오고 급디다	그 엿장수가 잊을 만하면 한 번씩 오고 그럽디다
여태까장 있었던 일을 짯짯이 밝히야 햐	여태까지 있었던 일을 낱낱이 밝혀야 해
괴기 한 마리라도 짱글라 노요	고기 한 마리라도 잘라 놓아요
야야 그기 장꽁 아이가	얘야 그게 장끼 아니냐
어 짱메 어디 가 붔다냐	어 자치기를 할 때 쓰는 작은 막대기 어디 가 버렸다니
너그 신랑 얼굴이 억수로 안됐던데 짱아라도 고아 믹이라	너희 신랑 얼굴이 대단히 안됐던데 장어라도 고아 먹여라
배 타고 오다가 짱짱구니를 만나 갖고 고상만큼이나 헸어라우	배 타고 오다가 진행하는 방향이 서로 다른 것들이 부딪혀서 하얀 물보라가 일어나는 파도를 만나 가지고 고생깨나 했어요
빨랫줄이 능청능청항께 잡아댕기서 짱짱허게 해야 쓰겄는디	빨랫줄이 능청능청하니까 잡아당겨서 팽팽하게 해야 되겠는데
소 몰 적이 저쪽으루 갈 째 저저저저 하는 겨	소 몰 적에 저쪽으로 갈 때 저저저저 하는 거야
형제들찌리 째그럭거리는 일은 웂어야지	형제들끼리 짜그락거리는 일은 없어야지
양말도 다 집고 한 째기밖에 안 남았다	양말도 다 깁고 한 짝밖에 안 남았다
째꼴하이 숨어서 뭐 하는 짓이고	쩨쩨하게 숨어서 뭐 하는 짓이냐
그릏게 편을 가르문 우리 편이 한참 째지유	그렇게 편을 가르면 우리 편이 한참 실력이 부족하여 불리하지요
아문 이유 없이 째라보먼 킬 난대이	아무 이유 없이 째려보면 큰일 난다
술을 마시모 속이 째리하잖소	술을 마시면 속이 짜릿하잖소
울마나 씨게 째비었는지 피가 다 났다	얼마나 세게 꼬집었는지 피가 다 났다
밥을 겁나게 많이 묵었등만 옷이 째이네	밥을 매우 많이 먹었더니만 옷이 째네
아가 첫돌이 지나이께네 째작째작 걸어 댕긴다	아이가 첫돌이 지나니까 자작자작 걸어 다닌다
올해는 가믐더우 땜에 나락이 쨀고 그래서 걱정이래	올해는 가뭄더위 땜에 벼가 잘고 그래서 걱정이래
자는 어마이를 닮아사 눈이 쨀죽하다	쟤는 어머니를 닮아서 눈이 가늘고 작은 듯하다
물이 쨀쨀 나오등만 지금은 아에 나오도 안혀	물이 짤짤 나오더니만 지금은 아예 나오지도 않아
풀어지지 않게 꽉 쨉매라	풀어지지 않게 꽉 잡아매라
수풀이 너무 쩌리서 어데가 어덴지 모리겄다	수풀이 너무 우거져서 어디가 어딘지 모르겠다
갸는 쩌참에도 글드만 이참에 또 그네	걔는 저번에도 그러더니만 이번에 또 그러네
우짜다가 쩔뚝배이가 됐노	어쩌다가 절뚝발이가 됐니
어릴 때 사고를 당해가 쩔록발이가 됐어도 힘 하나는 장사입니더	어릴 때 사고를 당해서 절름발이가 됐어도 힘 하나는 장사입니다
우리 쩨깐이는 자고 있네	우리 꼬마는 자고 있네
그래 쩨분정을 하지 마고 한 사람한테 마카 조라	그렇게 작은 몫으로 나누기를 하지 말고 한 사람한테 모두 줘라
연필 째삣하이 깎아 가 핵교 가라	연필 뾰족하게 깎아 가지고 학교 가라
아를 그라 쪼갈기모 큰일 난다	아이를 그렇게 함부로 세게 갈기면 큰일 난다
쪼게주밍이에 머가 있는지 보마 안 됩니더	호주머니에 머가 있는지 보면 안 됩니다
쪼구매한 기 빠르긴 음청 빠르네	쪼그마한 게 빠르긴 엄청 빠르네
쩌그서 쪼굴씨고 앙거 있는 놈이 누구냐	저기서 쪼그리고 앉아 있는 녀석이 누구냐
얻서 쪼그랑탱이럴 줏어 와 갖고 집에서 쓴다고 난리허네	어디서 쪼그랑이를 주워 와 가지고 집에서 쓴다고 난리하네
쩌런 쪼글탱이 사과를 만 원이나 주고 사 왔냐	저런 쭈그렁이 사과를 만 원이나 주고 사 왔니
쪼께주머이에 머럴 이렇기 마이 여 났노	쪼끼주머니에 뭐를 이렇게 많이 넣어 놓았니
거그 쪼꾸리고 있들 말고 들어와 갖고 여그 앙거	거기 쪼그리고 있지를 말고 들어와서 여기 앉아
다 큰 어른이 우째 나사 하나 단디 쫄 줄 모리노	다 큰 어른이 어째 나사 하나 단단히 죌 줄 모르니
가난한 살림에 쪼달리케도 식구덜찌리 도우문 잘 살 수 있아	가난한 살림에 쪼들려도 식구들끼리 도우면 잘 살 수 있어
옛날엔 이 마당을 쪼드기럴 져다가 쭉 페 놓고 이렇게 물을 갖다 붜 가주구 꾸덕꾸덕 말레서 맨들어 놓았지요	옛날엔 이 마당을 진흙을 져다가 쭉 펴 놓고 이렇게 물을 갖다 부어 가지고 꾸덕꾸덕 말려서 만들어 놓았지요
쪼락데기가 따라진디 애기들이 얻서 노니라고 집에 안 온다냐	폭우가 세차게 퍼붓는데 아이들이 어디서 노느라고 집에 안 온다니
올해는 똠박이 쪼래기져 갖고 큰 놈은 빌로 없겄소	올해는 토마토가 열매가 너무 많이 열려 갖고 큰 것은 별로 없겠소
고등어 찌개는 바짝 쪼라야 맛있다	고등어 찌개는 바짝 조려야 맛있다
혼자 소주 한 병을 쪼루모 어지러와사 걷기가 힘들아	혼자 소주 한 병을 비우면 어지러워서 걷기가 힘들어
에미가 나가니께 새끼들도 쪼르라니 따라가드라 마시	어미가 나가니까 새끼들도 쪼르르 따라가더라 말일세
쪼리 가면 되아	조리 가면 돼
오이를 요만큼 쪼개 가지구 쪼리 양념해서 무쳐서 늫는 게 소박이여	오이를 요만큼 쪼개 가지고 부추 양념해서 무쳐서 넣는 게 소박이야
엄니 손이로 쪼물쪼물 무친 너물이 최고제	어머니 손으로 조물조물 무친 나물이 최고이지
쪼시락헌 물건을 갖고 댕긴다	자질구레한 물건을 가지고 다닌다
자꾸 아한테 쪼작구라고 놀리모 혼난다	자꾸 아이한테 키가 작은 사람이라고 놀리면 혼난다
머슴 보낼 때 쪼추바리떡하고 옷 한 불 조라	머슴 보낼 때 쪼추바리떡하고 옷 한 벌 줘라
쪼치바리떡만 해 줄 기 아이고 옷도 한 불 해 주야지	전별의 뜻으로 주는 떡 해 줄 게 아니고 옷도 한 벌 해 줘야지
이 질로 쪽바로 가모 겡찰서가 보일 기다	이 길로 똑바로 가면 경찰서가 보일 것이다
쪽지를 그래 탱탱하이 치모 홍시가 다 터져 삔다	홍시를 안전하게 수확하기 위해 만든 그물을 그리 탱탱하게 치면 홍시가 다 터져 버린다
쫄갱이칠로 놈우 뒤럴 쫄래쫄래 따라만 댕이니 어짜믄 쓰까	졸개처럼 남의 뒤를 쫄래쫄래 따라만 다니니 어쩌면 좋을까
꼼장애럴 씹으먼 쫄긋쫄긋 아조 맛난 벨미여	곰장어를 씹으면 쫄깃쫄깃 아주 맛난 별미야
옛날에는 쫄딱구디이가 많았는데 이제는 다 없어졌다	옛날에는 규모가 작은 광산이 많았는데 이제는 다 없어졌다
그 쪼그마한 쫄떼기들은 가주구 가 봤자 묵도 못해	그 쪼그마한 꺽저기의 새끼들은 가지고 가 봤자 먹지도 못해
개 목줄으 너머 쫄러맨 거 아니나	개 목줄을 너무 졸라맨 거 아니니
쫄로기 찾아와가 머하는 기고	줄지어 찾아와서 뭐하는 거니
쫄로리 놓에 있는 이건 머로	줄지어 놓여 있는 이건 뭐야
쫑마리가 태나기 저에는 여서 안 살았었지	막내가 태어나기 전에는 여기서 살지 않았었지
낭글 너무 쫑조이 심구지 마라	나무를 너무 촘촘히 심지 마라
국시를 썰 때는 쫑쪼이 써는 기 좋다	국수를 썰 때는 촘촘히 써는 게 좋다
쫑쫑한 바우 욱에 사람 한나가 앙겄다	높게 솟아 있는 바위 위에 사람 하나가 앉아 있다
아한티 너무 쫑치지 마래이	아이한테 너무 다그치지 마라
누구한테 쫓기키는 사람처름 급하게 가든데요	누구한테 쫓기는 사람처럼 급하게 가던데요
이응감네 사우가 그리 잘났단 말이 동네방네 쫠문했아	영감네 사위가 그리 잘났단 말이 동네방네 파다했어
삶은 나물 한 쫴기는 옆집 할머이 갖다드레야지	삶은 나물 한 좨기는 옆집 할머니 갖다드려야지
자꼬 쭈글시리 생각하머 어예노	자꾸 겸연쩍이 생각하면 어쩌니
혼자서 여기 찌게 있으려니 쭈글스럽다야	혼자서 여기 끼어 있으려니 민망스럽다야
서점에 가면 바닥에 쭈글씨구 앉어서 책을 읽곤 했유	서점에 가면 바닥에 쭈그리고 앉아서 책을 읽곤 했어요
저짝에 가서 할마이 어깨 좀 쭈물어 드리고 온나	저쪽에 가서 할머니 어깨 좀 주물러 드리고 오너라
기 쭉발이 벨미 중으 벨미제라우	게의 집게발이 별미 중의 별미지요
체중이 차꼬 쭐어서 큰일이라우	체중이 자꾸 줄어서 큰일이에요
가는 쭐래가 있는 집안 자석이래	걔는 내력이 있는 집안 자식이야
저 집은 아들이 쭐루리 대학에 갔잖소	저 집은 아이들이 줄줄이 대학에 갔잖소
아이고 팔띠기에 찌가 자꼬 나네	아이구 팔때기에 쥐가 자꾸 나네
맨날 찌걸이만 허먼 멋헌당가 약속을 지케야제	만날 손가락을 걸어 약속만 하면 뭐한다는가 약속을 지켜야지
갈앙근 찌게기도 쓸 디가 있응게 내불지 말어라	가라앉은 찌꺼기도 쓸 데가 있으니까 내버리지 말아라
아를 찌고돌머 인간이 안 뎁니더	아이를 끼고돌면 인간이 안 됩니다
손으 문짝에 찌구케사 병원에 갔다	손을 문짝에 끼여서 병원에 갔다
에렜을 땍에는 동상이랑 찌그덕짜그덕했지라우	어렸을 때에는 동생이랑 사이가 나빠서 자주 싸웠지요
저 집 부부는 돈 땀시로 밤나 찌그덕찌그덕험성도 어떨 때 보먼 잘 지낸당께	저 집 부부는 돈 때문에 밤낮 사이가 나빠서 자주 싸우면서도 어떨 때 보면 잘 지낸다니까
느그 둘은 어째 맨날 찌그락거리냐	너희 둘은 어째 맨날 사이가 나빠서 싸우니
저런 찌껍시로운 사람허고는 같이 일 못 허겄다	저런 지저분한 사람하고는 같이 일 못 하겠다
끄내기가 너무 찌다하니 짱카라	끈이 너무 기다라니 잘라라
자가 왜 차꼬 조롷게 찌대고 댕기냐	쟤가 왜 자꾸 저렇게 집적거리고 다니니
애기들은 즈그까장 찌륵짜륵 잘 놀제라우	아이들은 저희끼리 서로 장난을 치고 다투면서 잘 놀지요
아그덜은 찌리가 있으먼 즈그까장 재미지지요	아이들은 또래가 있으면 저희끼리 재미있지요
여시 한 마리가 발목에 까시가 백헤 갖고 찌벅찌벅허드라고	여우 한 마리가 발목에 가시가 박혀 가지고 절뚝절뚝하더라고
오늘 몸이 찌부덩하네	오늘 몸이 찌뿌둥하네
마실 밖에 찌부쟁이가 신을 고치머 살았다 카더라	마을 밖에 신발을 만들거나 고치는 일을 하는 사람이 신을 고치며 살았다고 하더라
신랑보다 신부가 찌분다	신랑보다 신부가 기운다
빙을 고마 찌불시라 술이 마이 나온다	병을 그만 기울여라 술이 많이 나온다
한쪽으로 마이 찌불어제사 보기 숭하다	한쪽으로 많이 기울어져서 보기 흉하다
몸살이 올라는지 온몸이 찌뿌뜽하네	몸살이 오려는지 온몸이 찌뿌둥하네
물 어클어징께 잔 찌울씨지 말어라	물 엎질러지니까 잔 기울이지 말아라
무슨 손톱 찌장이 그라 기나	무슨 손톱 길이가 그렇게 기니
그르끈부텀 차꼬 눈이 찌적찌적허니 눈물이 나고 눈곱이 찐다	그러께부터 자꾸 눈이 지적지적하게 눈물이 나고 눈곱이 낀다
찌질짜질 돈을 써 싸먼 난중에 목돈을 못 맹글어	조금씩 돈을 써 대면 나중에 목돈을 못 만들어
하이고 찌찌다 몬치지 마라	아이고 지지다 만지지 마라
쩌그서 찌크름 타고 있는 아가 누구네 안가	저기서 미끄럼 타고 있는 아이가 누구네 아이인가
삼촌은 젊었을 때 객지에서 찍사게 고생했드래요	삼촌은 젊었을 때 객지에서 직사하게 고생했대요
기계가 너무 찍찍하니 지름 좀 쳐야겠다	기계가 너무 빡빡하니 기름 좀 쳐야겠다
올개는 배차가 풍년이라 한 포기에 찍해야 천 원밲이 안 햐	올해는 배추가 풍년이라 한 포기에 끽해야 천 원밖에 안 해
찐골이 빠지게 일해도 못 살겄는디 어찌야 쓰꺼나	진이 빠지게 일해도 못 살겠는데 어째야 될거나
찐더풀으 만나모 사람으 놔주지 않아사 진을 뺀다	곁에 붙어 귀찮게 구는 사람을 만나면 사람을 놔주지 않아서 진을 뺀다
찐덕찐덕한 기 붙아사 떨과지질 않는다	찐득찐득한 것이 붙어서 떨어지질 않는다
젱겟둑에 찐데기가시나무가 지천이구만	밭둑에 도깨비바늘이 지천이구만
나 혼재 놀모 찐맛없제	나 혼자 놀면 재미없지
가는 워째 맨날 찐질뺀질 얼굴이 그 모냥이냐	걔는 어째 맨날 먼지나 때 같은 것이 묻어 더럽게 얼굴이 그 모양이냐
우째 허는 일마동 이러고 찐짜럴 논다냐	어째서 하는 일마다 이렇게 찌그렁이를 놓는다니
괴기가 찔구와서 영 묵기가 힘드네	고기가 질겨서 영 먹기가 힘드네
노물을 너머 말렜능가 먹어봉께 찔긋찔긋 이가 아푸네야	나물을 너무 말렸는지 먹어 보니까 찔깃찔깃 이가 아프네
얼구리가 찔두름한 기 자기 어마이를 마이 닮았아	얼굴이 길쭉스름한 게 자기 어머니를 많이 닮았어
오랜만에 등산을 해서 그런지 발이 좀 찔린다	오랜만에 등산을 해서 그런지 발이 좀 저린다
찔찌리로 낚수를 하는 것은 불법이잖소	축전지로 낚시를 하는 것은 불법이잖소
급히 묵는 찜에 까시가 목에 걸렜다	급히 먹는 바람에 가시가 목에 걸렸다
할배는 풍을 맞아가 오른짝손 찝게손가락만 지우 움직일 수 있는 헹펜이라	할아버지는 풍을 맞아서 오른손 집게손가락만 겨우 움직일 수 있는 형편이야
징게미라고 허는 새우가 찡금새우여	징거미라고 하는 새우가 징거미새우여
찡금새우는 무시 늫고 지져서 묵으먼 질로 맛나네	징거미새우는 무 넣고 지져서 먹으면 제일로 맛있네
어제 술을 먹고 찡자가 붙는 바람에 고생했잖소	어제 술을 먹고 시비가 붙는 바람에 고생했잖소
어제 수박서리르 갔다가 죈아이씨한테 찡콩으루 걸렜아	어제 수박서리를 갔다가 쥔아저씨한테 정통으로 걸렸어
물이 너무 차굽지유	물이 너무 차갑지요
차굿단지 하나에다 곡석 다 버라	곡식을 담아 두는 단지 하나에다 곡식 다 부어라
일할 때 매사 빈틈이 없는 기 꼭 차돌이다라	일할 때 매사 빈틈이 없는 게 꼭 차돌이더라
그랑께 그것이 차두요	그러니까 그것이 자두요
차똑그럭을 게풋허게 두먼 안 되제	조왕신이 배고프지 않도록 햅쌀을 담아 놓는 독을 가볍게 두면 안 되지
보따리장시가 아니고 차띠기로 물견을 띠 온닥 글드만	보따리장수가 아니고 차떼기로 물건을 떼 온다고 그러더구먼
차리기느 이른 새벽에 줏는 기 좋다	아람은 이른 새벽에 줍는 게 좋다
가가 일을 차박차박허게 잘해 놓았더랑께	그 아이가 일을 차근차근하게 잘해 놓았더라니까
월급 받으먼 다 써 불지 말고 차복차복 저금해라	월급 받으면 다 써 버리지 말고 차곡차곡 저금해라
위험하니 찬차이 해라	위험하니 찬찬히 해라
또 찬채이 요러케 허제	또 찬찬히 이렇게 하지
니 지금 묵고 있는 기 찰강내이가	너 지금 먹고 있는 것이 찰옥수수니
시절이 어려울 때는 찰몽싱이라두 해 묵으면 잘 묵는 겨	시절이 어려울 때는 찹쌀에 새순을 넣어 버무려서 시루에 찐 떡이라도 해 먹으면 잘 먹는 거야
찰짜리 해 봉께 다 됩디다	찬찬히 해 보니까 다 됩디다
찰촌 출신이 서울에 가서 출세했잖소	도시에서 아주 멀리 떨어져 있는 깊은 시골 출신이 서울에 가서 출세했잖소
찰촌놈이 서울 귀경을 하더이 정신을 못 차리잖소	매우 깊은 시골에 사는 남자가 서울 구경을 하더니 정신을 못 차리잖소
이 참에 큰 나무청이 있었어라우	이 근처에 큰 나뭇간이 있었어요
참거리는 언지 온다요	곁두리는 언제 와요
높은 데 있는 홍시는 참대미루 따유	높은 데 있는 홍시는 대나무로 만든 긴 막대기로 따요
그 사람이 그래두 개굽지 않구 묵묵한 거이 참데기래요	그 사람이 그래도 가볍지 않고 묵묵한 것이 참한 사람이에요
영개로 쓰는 거는 억새보다 참새가 좋아유	이엉으로 쓰는 것은 억새보다 참새가 좋아요
참시만 지달려	잠시만 기다려
정게 밭에 가무 한판에 참외막이 잇수다	저기 밭에 가면 가운데에 참외를 지키기 위해 지은 막이 있습니다
다 팔구 냄저지는 참외봉텡이밖에 읎유	다 팔고 나머지는 작고 못생긴 참외밖에 없어요
